MW,#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond do0rs,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,Brenk #alerts,Leadlikeness #violations,Synthetic Accessibility
1.9913533302048245,1.3102332429933476,0.988768908738037,-1.3881287224121404,0.6410969628968383,0.3982457405195404,-1.8126556120364983,1.2904409103809311,-0.14252504106422467,1.1566518482622086,3.3201140178760498,3.3375813186799514,1.644926526031498,2.5721145177576537,3.0954748122929385,-3.504190705961547,-0.47298696676059476,-0.44709845644570545,-2.237139842542315,-3.214372881788366,-0.39376281178760464,-0.4031353820603423,-2.315032397181517,-2.350734663793588,-0.3994150934952287,-0.38512562334913475,-2.493770596438013,-0.125,-0.125,-1.0562315087138805,2.334802780708631,-0.125,2.831187913226531,0.1781966112418093,3.0847406698132667,1.1104126729949664,0.9921567416492214,3.00856913155564,1.0236615966793563,0.35122878240237937
0.022879948785365707,0.14152345133377622,-0.17235421344974958,0.5900952058837039,-0.1828027484565282,0.3982457405195404,-0.15537048103169984,0.12167829665766434,-0.2065426598673188,-0.011591833982123333,-0.6345604785766376,-0.6954772450866067,-0.38696499671077933,-0.8616106728211675,-0.6760827832706752,0.4644953957484924,-0.07073870611224317,-0.09465706435243287,-0.03441753603911254,0.723714621974619,0.10188231569827011,0.08210827377376469,0.33071891388307384,0.45312068049051646,-0.2727441319933309,-0.26619391785641994,0.2113364912235604,-0.125,-0.125,0.9319689782769534,-0.6546506735845661,-0.125,-0.347689743729574,0.1781966112418093,-0.3191111037737862,1.1104126729949664,0.9921567416492214,-0.6590199050074259,-0.9616214999109104,0.08810086515109908
-1.5548214036496564,-1.611541236155581,0.6017278680087748,-0.9385323750721759,-1.171482402080568,-1.6909122425337866,-0.15537048103169984,-1.4462193535153351,-1.2246952142356802,-0.8131604918723944,0.18801181668552147,-0.07449306225500098,0.9953874326958518,0.08584312976447041,0.1030961485600498,0.22623808260981104,-0.33025419517866905,-0.2914485625552838,-0.03441753603911254,0.3821458078727275,-0.31049443775976915,-0.301515520509396,0.33071891388307384,-0.23722249139761578,-0.3943578370515467,-0.3792170244225339,0.2113364912235604,-0.125,-0.125,0.9319689782769534,1.006156801022765,-0.125,-0.347689743729574,-5.524094948496089,-0.3191111037737862,-1.473820456884228,0.9921567416492214,-0.6590199050074259,1.0236615966793563,-2.0921018777881013
-0.6825168226163656,-0.588920168453456,0.988768908738037,-1.1183709140081615,-0.5123626329978748,-0.8552490493124557,0.6732720844706993,-0.6605966163468007,-0.3545550267453951,-1.2224721469652993,-0.11254344504488271,-0.6019957551979781,0.1543175810689257,-0.3910631467048104,-0.4937217566719951,0.23304543441377323,-0.3068978011626907,-0.28802013924164527,-0.03441753603911254,0.2766613211647904,-0.3358714687418023,-0.3408976148812695,0.33071891388307384,-0.29032581231208726,-0.3948416528763714,-0.38041382766876675,0.2113364912235604,-0.125,-0.125,0.9319689782769534,0.24369518768030837,-0.125,-0.347689743729574,0.1781966112418093,-0.3191111037737862,-1.473820456884228,0.9921567416492214,-0.6590199050074259,1.0236615966793563,-1.283923274802018
0.6753697615433382,0.43370089924866906,-1.3334773356375362,0.6800144753516968,0.8058769051675116,0.8160773371302058,0.6732720844706993,0.5621031644642677,1.8102393452627847,1.0031599776023694,-0.01763125713001812,0.1925969088553674,-0.34532787534310977,0.05404937799985123,0.18598752428672233,-0.03244128594075751,-0.3919323764134563,-0.381547527237704,-0.03441753603911254,-0.8233911830751249,-0.3933187226273799,-0.4027345355619631,0.33071891388307384,0.9044989082635255,0.5594190867052018,0.44889602176770266,0.2113364912235604,-0.125,-0.125,-1.0562315087138805,-0.36778392797057324,-0.125,-0.347689743729574,0.1781966112418093,-0.3191111037737862,-0.18170389194463085,0.9921567416492214,1.174774613274107,1.0236615966793563,1.2157919390851666
2.2265736188838976,2.186765586738026,-1.3334773356375362,1.1296108226916608,2.7832362124155914,2.4874037235728674,0.6732720844706993,2.1538075642484356,2.6483707233515226,2.0861303983690123,-0.3287323175176297,0.23933765379968142,-1.6860431833820715,1.1286781876439642,0.318613725449399,0.022017528490940595,-0.3579358473457545,-0.3682452447807866,-0.03441753603911254,-0.9037603158049818,-0.3934023875263988,-0.4028590111102456,-2.315032397181517,-0.08853319283709447,-0.3841977047302274,-0.37394361011882044,0.2113364912235604,-0.125,-0.125,-1.0562315087138805,-1.5001526606573903,-0.125,-0.347689743729574,0.1781966112418093,-0.3191111037737862,-0.18170389194463085,0.9921567416492214,1.174774613274107,-0.9616214999109104,2.0427653933034824
0.04057428936339483,0.14152345133377622,-0.17235421344974958,0.7699337448196898,-0.1828027484565282,0.3982457405195404,0.6732720844706993,0.14957683135825153,-0.1348066047546317,-1.0945622547487663,-1.2567625993518603,-1.2430116858628615,-1.2280348483377057,-1.1413956883498122,-1.4552617151013996,0.961432077437743,1.69829187769056,1.445390688133989,2.16830477046409,1.306390834266081,6.743527143027267,6.559056294576534,2.9764702249476644,0.6442926357826146,-0.11352474236919309,-0.11734151410621033,0.2113364912235604,-0.125,-0.125,0.9319689782769534,-1.296326288773762,-0.125,-0.347689743729574,0.1781966112418093,-0.3191111037737862,1.1104126729949664,0.9921567416492214,-0.6590199050074259,-0.9616214999109104,0.38881848486684756
-0.24112665516244322,-0.15065399658111664,-0.17235421344974958,0.7699337448196898,-0.018022806185854893,-0.43741745270179033,0.6732720844706993,-0.08328293827598257,-0.6040421298113549,0.5512116917706206,-0.31291361953181884,0.23933765379968142,-0.012230904401752736,-0.2320943878817168,0.003626497688042319,0.36919247049302,-0.18925077945257768,-0.18996723247158365,-0.03441753603911254,0.5880917104929857,-0.13444128532191388,-0.14047088459584184,0.33071891388307384,-0.21067083094037956,-0.3925545235226545,-0.3784690223936384,0.2113364912235604,-0.125,-0.125,0.9319689782769534,-0.19415405562526095,-0.125,-0.347689743729574,0.1781966112418093,-0.3191111037737862,1.1104126729949664,0.9921567416492214,-0.6590199050074259,-0.9616214999109104,0.08810086515109908
-0.06532765946928717,-0.15065399658111664,-0.3658747338143807,0.2304181280117319,-0.018022806185854893,-0.01958585609112494,0.6732720844706993,-0.25253404879287866,0.8835729624463639,-0.7534692088380129,0.2512866086287645,-0.12123380719931559,0.19595470243659535,0.04769062764692763,-0.04610832774796179,-0.1617809702160421,-0.4254098745030252,-0.4050665111692643,-0.03441753603911254,-0.6576298468197951,-0.39289841555174,-0.40227742196657523,0.33071891388307384,0.8142232627089238,0.1987563809267679,0.18335530150979107,0.2113364912235604,-0.125,-0.125,-1.0562315087138805,0.28898993698778147,-0.125,-0.347689743729574,0.1781966112418093,-0.3191111037737862,-0.18170389194463085,0.9921567416492214,-0.6590199050074259,1.0236615966793563,0.14448541884780128
-0.3645468814828259,-0.29674272053856304,-0.17235421344974958,0.6800144753516968,-0.018022806185854893,-0.43741745270179033,0.6732720844706993,-0.2622055408224152,-0.6040421298113549,-0.003064507834354671,-0.4974650960329443,-0.06113856369948226,-0.14546969277829563,-0.37834564599896314,-0.30307159250064725,0.580220376415852,0.09189100036938372,0.0719643086903991,-0.03441753603911254,0.7739453299307798,0.19704618188089448,0.20166106025980932,0.33071891388307384,-0.07260219656275331,-0.3872765327063848,-0.37315820798848015,0.2113364912235604,-0.125,-0.125,0.9319689782769534,-0.3149400537785215,-0.125,-0.347689743729574,0.1781966112418093,-0.3191111037737862,1.1104126729949664,0.9921567416492214,-0.6590199050074259,-0.9616214999109104,-0.17502705210018457
0.6035360206892497,0.8719670711210084,0.988768908738037,-1.0284516445401688,0.6410969628968383,1.2339089337408713,1.5019146499730986,0.37871679636574196,1.2987794333359366,-0.8046331657246256,-0.34455101550344036,-1.0694032046411222,-0.6451151491903311,-0.6517719111746839,-0.8335763971513535,0.1377425091583008,-0.3293891435484476,-0.3305325883307629,-0.03441753603911254,-0.26080725396612736,-0.3879736854767892,-0.39786100138344377,0.33071891388307384,0.022983781083295567,-0.37852386460273735,-0.366837590844313,0.2113364912235604,-0.125,-0.125,-1.0562315087138805,-0.6621997984691448,-0.125,-0.347689743729574,0.1781966112418093,-0.3191111037737862,-0.18170389194463085,0.9921567416492214,-0.6590199050074259,-0.9616214999109104,0.40761333609908496
