,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21
IGC50,2.052307536305524,0.7557532047827337,1.233001177191685,1.5881941133741064,0.04605748674690201,0.0002524015443092628,3.396747550762173,0.00017805695161405755,0.005417077371075464,0.17014241265703953,5.529451003347345,0.0060006370872155435,0.20818525802408921,0.31512416125951215,1.802088781549813,0.5108417447137837,0.048859130816148164,0.05288894501896797,1.4929911744205318,0.41361497702252825,0.15146888224230354
LC50,0.3081188147556671,1.3392012334098762,4.739440173738725,0.588501833203702,0.3310530957192407,2.9736776218140086,0.09668313765636807,0.44212317824221514,0.4724674689722764,0.9152201933376573,2.214550065942366,0.5428020392119043,0.01816298241220507,0.053784740713144895,0.00021296573786085308,0.20929112172196693,0.14877135201817082,0.025010796659928607,0.5800271733466791,2.8937752818890408,0.5588641922069941
LC50DM,0.4623891378740125,0.47001014560878973,2.0699616619936223,1.838550600885476,0.5447014001172019,3.2499373501241693,2.2881626702897884,1.2143835887479193,0.775203149059719,1.049658401648092,0.9392955490283211,0.41922398410897244,0.4919886222166788,3.8580983111465206,0.15197000057566823,5.0207154356578165,0.5939074775481352,0.21602321937516503,0.046932632580731784,7.587679105044927,0.4267741092533435
NR-AR,2.7878226964075528,3.1267441277548505e-06,0.5296026840141297,0.02213949860788392,3.314787307634782,1.953446640256061,0.05120472990736137,0.35451724671247914,0.0994969856093076,0.6175028187848277,0.006889189776259016,0.9287737856035219,0.6304322253844211,1.2761130713142617,1.3106711633196877,0.3293822551524495,4.571524518508245,1.2559618373976955,2.0832383292799186,0.6301092365517746,0.03389236487757088
NR-AR-LBD,1.6837024903103852,1.3634747243781378,0.003465120091793218,1.508457931569252,0.6858050336302657,0.18376644949456794,3.0801656778539392,2.4112009845437314,0.5705134513103133,0.25593937392225263,0.034283602105103866,0.4294044636322038,2.230709676399497,1.897828591012938,3.0926448147398604,1.4313016305704045,3.6817565172527154,0.47108995055663466,0.3023820015442645,0.6152046599855054,0.025314282722505358
NR-AhR,2.432194330075218,0.3520704878310213,0.7763061936881478,0.046695807804048466,1.5996377381671527,2.675683371495968,0.147423209202873,0.0937870346451475,0.7639877288350161,1.3032570156084435,2.334674472885217,3.746708899503991,6.001430664828752,0.9190654621308995,0.9420089967759211,4.6862284599172794e-05,0.46522310745637957,0.7840890400351839,1.3588199900094533,0.6388400308075854,1.6578994026419585
NR-Aromatase,1.3052510340096735,1.2572417077425668,0.25350712620223387,0.008315486394080447,1.442034840235108,2.3073252616782955,2.4631092701632324,2.738076274479677,3.2474740238123703,0.02639869900804002,0.9131698056587373,2.4211602575240625,1.3234994207386186,1.0656615665700735,0.30897736415959726,1.1036803070102859,0.5052369978995338,0.01657755083856683,0.999406762413749,0.06718798100528348,0.7351823980272741
NR-ER,2.4827412132211686,0.03708758044775357,0.023379356248046927,3.4653749704324457,0.05842771460778368,1.0994194988896133,0.009348536074154553,2.6353260667358067,0.2592393265935689,2.1816889140230606,0.04429160082844355,1.3539968454443436,0.189139905608535,4.016863576058143,0.5560255738516934,0.1934109384367723,0.18332480365778137,0.9752625929325517,0.08024775034555727,1.0311550543395271,1.5662048984871606
NR-ER-LBD,2.821924509322599,1.842193759394945,0.0791103801365163,0.04716720107445918,0.4757481340829857,0.542895700984248,0.008211592269884063,3.9200866005194546,0.24460921394259486,0.8456617228021555,0.17621283986537153,0.16966738522291094,0.008154999945950748,0.635391883688053,0.1556215248494957,0.34029544375677967,1.3480309498882832,0.07741447177741256,0.023376058612259814,0.6301724244710379,0.3411673940496253
NR-PPAR-gamma,0.045371511383410335,1.0408006989254304,1.5843090468575967,0.18741896670206856,3.447091398493772,7.912630525343961,0.01885034930473928,0.5915772648836164,2.3380981905688625,0.013146477628954505,1.5523818195622163,0.35076157899369687,1.1111220665361385,2.6541935872996563,2.089124004697658,1.3242926327231275,0.1550075015604701,0.17566905497326935,1.0938771408206993,0.7739169297984893,0.05156547320658503
SR-ARE,2.180913320952666,0.37258430813336263,0.10865720961563512,1.5126428535382255,1.37052252414044,0.7094032426186263,0.2186904302432958,8.530346101270315,0.026615739926849267,0.6595370687208368,0.7286374639424242,0.09876148780147236,0.012660289161346925,3.28601310745784,0.031185189238913228,0.27766671771951934,0.12139397680900259,0.7114416178356251,2.0806113068546828,0.17022138462550135,5.992547377730297
SR-ATAD5,2.9778905009987233,0.6559142575012179,0.1888382466351635,0.014645202990711266,0.3419406801032618,0.38415319601721987,4.03861438484866,3.075311053251544,1.7376322159778495e-06,0.08533150960318953,0.12498643059406785,0.7680241533405018,0.20664153178283912,0.08377199696263271,0.2421746631794723,0.5237919520630466,7.19195236265526,1.0741581669483322,0.1654254911629828,0.12401589753892092,1.5050054241552961
SR-HSE,0.018876968987662286,0.1741951145418931,3.7132844844542388,2.8431549079360257,0.5129115355458781,1.6603385745488832,0.08436066299798198,3.5257031013557096,0.31028617914601786,0.0223958014498313,1.3073222795327266,7.450258903440285,0.26841692028720204,0.31752152445697734,0.7802589780413144,0.4034804428743007,0.7862055143046002,0.36904751674222297,0.6460494948885338,9.265526169651517,0.001402509206493215
SR-MMP,2.049364160994257,1.2105155526672062,0.07478034549314688,0.7215887147259589,0.027234798520890256,5.32252771908219,0.30939125500391224,0.06521567319071031,0.7736067778948785,0.47815009423377686,2.9470578980282243,0.0721434965005702,0.013690295477724497,0.3208760947284612,1.9360414317065218,4.3390724866389,0.4596539938371288,0.01967258422805224,0.4809268881653156,1.5995433963228236,0.7117109102708425
SR-p53,0.10945040693267685,0.019579647213653226,4.558280227962089,0.8886407346069158,0.06579359827575887,0.0024422580674125756,2.891306809712223,5.507700094353745,2.265619621921224,0.23272594819013578,0.0010488900842973196,2.872147645329554,0.295509540174113,0.013799870745106343,0.9083486258346896,0.07321292638184806,6.480198615240264,2.592247364452893,3.3612089496907083,6.842342696699849,0.7108845232522742
MW,0.003309002983729647,4.445080425739522,1.7827629747387503,1.2826112029955368,0.06159210711671395,0.2875287017291647,0.04694601470214528,0.02760821946566233,0.04742319037952031,2.68440504217778,0.06778536253022538,0.021174781377993248,0.14312206326602273,0.027472655687667647,0.3814452811285676,0.3183001550748321,0.0697397413082292,0.27009791025337426,0.014690387133501409,0.00011920663706822406,0.30046519267295746
Vol,0.002456403893474271,4.068509858810733,1.319232317797026,1.8132470923558086,0.18868791255322612,1.0600053831001388,0.020235060726991588,0.018936281714205704,0.029416617457801535,3.2466733220563873,0.15631225272298868,7.722664239475466e-05,0.21859030019922163,0.12281531203900992,0.6190006811067353,0.9888934565554534,0.012402338791805047,0.16933808972819667,0.195775747961026,0.00018008950274306913,0.3852307226111196
Dense,0.17048491556817422,1.6279414912758245,1.778790997947087,0.0585761964269896,7.43958534519206,2.8403265471197625,0.06714352589752728,0.010008223644724533,0.05504850176676577,0.02814167760744976,0.00936268015155163,0.3130668867469338,0.010966320516160541,0.3247641498442941,0.16312541189996976,2.0295565304589767,0.3237781305548561,0.7227377399886666,1.6642127934693343,0.00445920348623261,0.08523875757782758
nHA,0.8542778622183654,4.9760805538074635,0.030908561305051555,0.6841113881149472,0.04014810414871788,0.011504344342530113,0.32136164156186237,0.302493660465228,0.0024485159380363357,0.41312352981007633,0.16693962361952924,0.19290963373000494,0.19261047328901781,0.2618248891927178,0.5510188747123084,0.007568771942856156,0.15860200142768088,0.006266960767784823,0.03326319660152981,0.006254337838922975,0.6960923475356272
nHD,1.9806830347192768,0.10348529903159416,0.7091232559931848,0.7400038526167372,0.8322947067707614,3.866021153151552,0.5775235524588443,0.7692613994410672,0.11331696065424708,7.296055675340606,0.3708238810076501,0.39480033393020225,6.607696079094651,0.330660824829792,0.01005771061711806,0.38499252521697064,2.8310961298781994,0.9119868027156462,0.18090529788631737,0.13775099881935027,0.7322240900025726
TPSA,0.13602461266277976,5.24872055751731,0.6137559321176237,0.4240120346461474,0.022442555224366976,0.425763711121759,0.004661917259542938,0.23681216157959914,0.00010054679790699992,2.234022777829938,0.567726421747398,0.09357220882749773,0.05410869061903675,0.04468120221911105,1.177617118192472,0.11788619943027155,0.532463602758579,0.009746033147007862,0.16400875898346662,0.01739416921526298,0.6456289597991768
nRot,0.2001783154500723,5.4301564321078,0.30609443479402765,0.019283920721688937,0.056267196137405065,0.8744516237416906,0.07390225782509306,0.3097066751388144,0.08361532762464388,2.9361549329191865,0.2723066566824156,0.1279195930354829,0.0927635843831563,0.6228224065729371,0.03282117401055951,0.12046303763731854,0.07010994640393473,0.17418053557374716,0.2955750914527656,0.41059683614358256,0.6438840020158503
nRing,0.041010287081397825,2.633205779814146,1.1349007588687727,4.946785107100412,0.033008093880815284,0.7385282548883344,0.8255155208389774,0.17595539488851208,0.22107165089658162,1.1043461993390848,0.5071275050860883,0.027486740311566827,0.09792620456794902,0.07868254071790307,0.5098965153551417,0.6992487187189294,0.54347714483258,0.5911216985925135,0.1038126470960879,0.014677344700476404,1.2085657549056152
MaxRing,1.027896893328706,0.46568692028333725,0.9637530904828426,5.016801242966584,0.022921281518976672,0.8013320133195229,0.0730597820525898,1.7109711863199355,0.27851657431736526,3.345924932526333,1.1975999539238211,1.3644530676437658,0.5101809912826164,0.9738581728787287,3.8866298295943063,0.35556350397754216,0.7622793570164873,0.3810034352994226,0.3358269147076444,1.989324540820316,0.26875472354929064
nHet,0.187496260700995,5.307478244391902,0.9182013920192541,0.21877114428375524,0.8928757009586566,0.13840920552348993,0.022838102187053993,0.08107390925494481,0.006678274806126334,0.6076603988615655,0.02015372688742627,0.01715059773895238,0.12390119211190088,0.19215746382396465,0.11077525479604078,0.0540463237763837,0.2599518493249408,0.13349613441290586,0.13163699667366338,0.008462667689082066,0.2746203730735046
nRig,0.9222006782261843,1.2289184128017492,0.1517824651188341,6.571325878857998,0.04513651715414037,0.8050817007956987,0.2827326369914848,0.008741143617998567,0.5499407404702829,0.4731289723857909,1.8871843309143186,0.2939968077553346,0.04125725686164869,0.8975046014886542,2.0100308507267135,0.001352507841528353,0.627885016391121,0.1383130492482614,0.1144113567675254,0.565328226356731,0.1988215295403609
Flex,0.36751076951949807,5.398163015784969,0.08668122330731379,0.1883557642868057,0.10065916321934552,0.5918446506048217,0.26180665816550747,0.14477307137617287,0.295327193509092,1.2415986221178652,0.6319608867250964,0.2798089078906792,0.0032400749135139415,0.6600546857858725,0.48064846746468476,0.11510988765085291,0.12810161446057045,0.026330624365207562,0.3791954087872979,0.4156764547849306,1.057135068723088
nStereo,3.9755430109170065,0.5086913843565202,0.2112102236006072,0.6076464255122997,0.5372729721772712,0.7744204065284579,0.009514187316108137,0.03929368953749311,0.18186251936091066,0.03408453228576348,1.8987979816545053,0.10701585106466527,1.9393910569950827,0.6265141303219657,0.3242886671182536,0.00012879676315058939,0.20335839284983523,0.05699583339658955,9.446090580865024e-06,0.41677289677478896,0.4096860461223021
NonBiodegradable,1.6384249382316092,0.002584743603628259,0.5315919551492935,0.6824832224061169,0.07569794651085898,0.040665101117115,0.012033058883469568,3.376493890675719,0.18104502497538383,1.2709991059716026,0.7161664310106879,3.6122512351717857,15.756655189821267,10.354789567944984,0.4247171743819932,0.00099822068422412,0.21463239935663866,9.264565116856737,10.219643187437242,0.10196848294959406,0.02411675088379908
NonGenotoxic_Carcinogenicity,2.8047137465233964,0.024633199511766398,0.18398560717865642,1.1077414354563822,0.05355158284983952,1.8441037032765568,1.8604019450782765,0.09492327610349752,1.2071056214934346,0.7246606120579472,0.058955061457575376,1.7684295781012376,0.1613662656288856,4.3045003296513,4.655928745032809,0.39744795325643506,0.03715373131742659,5.1712080069382615,4.265871312584491,6.345383766938338,0.02518168243575637
SureChEMBL,0.10178641766835897,4.198104724879672,1.0389952187606466,0.4643895942569806,0.0051711149309069705,0.8043799500640053,1.1369689830553844,0.016020135869165814,0.8359163721036681,0.26528740105484283,1.6551677160161653,2.0643931226323264,0.03628375804955722,0.19718772988165748,1.413850460984564,0.006941354408072358,0.1753419598726633,0.009223101688336713,3.6686077899088883,0.20555894980437509,0.20964679419508686
LD50_oral,0.008707534243718859,0.6452409974742019,0.252281046509313,0.35506162855390844,1.725057003926878,0.9480847405950222,6.528567542995188,0.5823624397454336,11.144937504305668,1.0268600676018338,0.1457364252296553,7.212452606470821,0.4833595283004333,0.07078863951713654,6.990911697857695,0.011736914922798243,1.286223537760756,1.073936944159446,2.5142600254143086,0.321409988444604,0.5600566301647418
Skin_Sensitization,2.0687708318754745,2.7075149987773184,2.0742666922613894e-05,0.019504513218396333,0.1374925348390139,0.0017061659293015627,1.0846638581397026,2.9850591748968727,1.266966484839122,0.2426468390160621,1.0858584928359598,0.7254508096042622,0.9155310439249862,0.0590097823813588,0.3988973638218523,0.06476464556023966,0.04890547098892521,0.40273607169715653,2.0112830215650903,0.08062273520118475,1.5437332122475347
