,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21
Acute_Aquatic_Toxicity,3.2657546350527333,1.4412539263401292,0.0017714646460548274,0.7103214322444783,0.00015455457418922156,0.8301816614560279,0.2500538180186303,0.6753112030210597,0.39653440034521353,0.09701481766927562,0.321929017785626,0.039847580371867614,2.2878971655246287,0.13074396159870233,1.3539330582842175,0.07876077627712165,0.2064660343460146,0.5064919478244395,0.4519188502868529,0.08899339757706619,0.5666574966207841
Toxicophores,0.004781263554677848,5.251574168664289,0.659568629616243,0.039411031007714606,0.4038597402356038,0.1373766715087386,0.14260743788280172,0.12740183545986555,1.231381260782333,0.753721880367441,0.21081769809089138,0.5051739378672099,0.060987206275993126,0.0013496252854364708,0.051112222140467796,1.1232827149194087,1.2595862449362747,0.12775359144866738,0.347645696661345,0.9471005451847944,0.3054274259382975
Genotoxic_Carcinogenicity_Mutagenicity,2.0088084115727622,0.5276477931284804,1.266242082606952,0.06050727747014221,0.15701134378535747,0.30238198453913306,0.9824973565662263,2.442359833232331,5.39287707521628,0.0065809319665384395,3.5371929211698787,4.179905237120898,1.8174180303324379,0.013978149467645983,3.3024432999313644,5.694890079029001e-06,0.1339847332903239,0.3320864025469973,3.2948229537104803,0.13384660108455645,0.9567586969844097
QED,0.18679989005480976,2.1970289891407577,2.273466040823842,0.13486559537314038,1.197486465524354,0.45410521004708704,0.09845384837102869,0.06088732337098404,0.6359901002976696,5.991678859836845,3.507085920382,4.468638313957132,0.4445131743283873,0.06946378384603252,1.694744180359777,1.6532205899242671,1.9992618976840668,1.059160565154413,1.3780874828766025,0.6016818557641422,2.719678949477786
Synth,0.8089441929429562,2.2964135539569352,0.0849632806801501,2.54629072983436,1.062983422593872,0.2402829836767073,0.030677253381090036,2.1071245244491377,0.06897829198028416,2.4072104377697947,2.950413125695843,0.7604747562028439,0.00026483075546512885,0.2083333132562914,1.582092437390962,3.6726677403881864,1.837514469985933,0.07065897689961573,0.04700887279982025,1.1434718072034211,0.03440301113863463
Fsp3,3.7698311113081626,0.7481464639348125,0.7194685353909864,0.4922935862561791,0.0009092213310601506,0.15459852830471968,0.1213800489000681,0.1985347706325798,0.0001421955906247291,2.4596377656966117,0.02098965519698496,0.4340855068573617,0.1910791979287042,0.45491868679681535,0.4551840236119291,0.20528739314925906,0.5933129730160065,0.024753480405800627,0.0055010831162865936,0.014923541246803784,4.766266438656049
MCE-18,0.00413320286243115,0.495148825490736,1.6208102649228229,3.1849055847857635,0.14344738266264676,0.7351076798028761,2.0638259608018594,0.2725354736785689,1.6736919685974867,0.3502862105042731,2.28181930719305,12.521049358730263,0.16082616767614535,1.4742661233251981,2.683045017751698,8.818055520329281,0.8624080336780037,0.012174228112677519,0.2970051590802823,0.5709291610316405,2.60023299046684
Natural Product-likeness,1.877676745257126,0.22232640503308082,2.317864884004899,4.271152842577581,0.003639500822513572,0.019377225176526562,0.2964235738175862,0.37372471597552676,0.017829099645903092,0.1253175663696466,0.1237532033720039,0.7782140222233639,0.008655512288617781,1.2408806711580949,0.2056563774953938,0.07608764715847756,0.050244748121656566,0.426926563926441,2.6931051340174568,0.3647436313590337,1.921837952081647
Alarm_NMR,1.3748625169783144,2.2069389846066105,0.0014687901619325342,0.0711866193223671,0.38266920252672015,0.10109354503475877,0.00719894497807194,0.6864641841475982,8.99269546647982,0.34143367753677095,0.7716299756545187,0.2408552766495719,1.3096550681537562,0.011106574425719603,1.301037246466636,9.863535567375232,0.21162466063079952,0.36902738865749124,0.010614008392143751,1.6991384249801929,4.29995306624234
BMS,0.03259335133059255,4.638434969369587,0.18348760683542975,0.3660847248469128,2.6474925306009998,0.322161484156283,0.0658867166691651,0.09881163367005323,0.4323135233811424,0.5520457415259357,0.8059133552252733,1.7102539793963687,0.09315690120687396,0.0015853426304199298,0.12125362045010799,0.001882712157459226,0.1523465660322063,0.20827447130833907,1.239165660728447,0.3994683024027814,0.819972145199341
PAINS,0.02342404298972397,0.0002986594692682875,0.6274752545816363,1.528879071324594,0.9729070964357323,1.3056121344267975,12.583096096967324,4.293737414475031,1.2926339489596694,0.17487841098631232,2.0729751221031703,0.6898463700940185,1.4035040007898716,4.836432730854105,1.8500048739276063,0.16013968103549445,0.011887684920099463,0.0026905406690264397,0.6922355656386898,2.4463347633317047,1.5831284100082295
