,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21
Vol,-0.004956212155945574,0.2017054748590314,0.1148578389922527,-0.13465686363330345,-0.04343822194257336,-0.1029565628359911,0.014224999376798435,0.013760916290060664,-0.017151273264047053,0.18018527470513196,0.03953634438374248,0.0008787869047428656,0.04675364159070623,-0.03504501562833292,-0.07867659633631434,-0.0994431222637068,0.011136578824668304,-0.04115070955988447,-0.04424655330769007,-0.0013419743020753752,-0.062066957603149835
Dense,0.04128981903183568,0.12759081045576226,0.13337132367743393,0.024202519791746806,0.2727560328423931,0.16853268368835053,0.02591206782515191,0.010004110977355523,-0.023462417131822916,0.016775481396207312,-0.00967609433167723,-0.05595238035570369,-0.01047202010891907,0.0569880820737366,0.040388787045412704,0.14246250490774678,0.056901505301253326,-0.08501398355498152,0.12900437176581783,-0.006677726773560452,0.029195677347482046
nHA,-0.09242715305679193,0.22307130146676118,0.017580830840734325,-0.0827110263577322,0.020036991827297304,-0.010725830663650302,-0.0566887679846601,0.05499942367563754,-0.004948248112247743,0.06427468629328939,0.040858245632862056,0.04392147922486273,0.043887409730925996,0.05116882734563278,-0.07423064560626616,-0.00869986893168866,0.03982486678291352,-0.007916413814212105,-0.018238200734044408,0.00790843716477723,-0.08343214893166948
nHD,-0.1407367412838337,-0.03216913101586585,-0.08420945647569422,-0.08602347659893414,-0.0912301872611671,0.19662200164659982,-0.07599497039007544,-0.0877075481039726,-0.033662584668181235,0.2701121188569777,-0.060895310246984524,-0.06283313886240302,-0.2570543926700077,-0.05750311511820832,0.010028813796814685,-0.062047765891849065,0.1682586143375191,0.09549800012124057,-0.04253296343852816,0.0371148216780507,0.08557009349080864
TPSA,-0.03688151470083347,0.22910086332262722,-0.07834257668200753,-0.06511620648088672,-0.014980839503968722,0.06525057173096331,-0.0068278234156595894,0.04866334982094832,-0.0010027302623686985,0.14946647710540106,0.07534762250711018,0.030589574829915124,0.02326127481868454,0.021137928521761783,-0.1085180684583204,-0.03433455976567511,0.0729701036561261,-0.00987219993061722,-0.04049799488659488,0.013188695619834044,-0.08035103980653749
nRot,-0.04474129138168365,0.2330269605025951,0.055325801828263396,-0.01388665572471966,-0.023720707438313275,-0.09351211813137858,0.027184969712157683,0.05565129604410074,0.028916315053036035,0.17135212087742557,-0.05218301032734844,0.03576584865978757,0.030457114831046666,-0.0789190982318562,0.018116615028906338,-0.03470778552966446,0.026478282875582154,-0.04173494166447908,-0.05436681813871081,0.06407783049882247,-0.08024238294167557
nRing,0.02025099678568879,-0.16227155572724836,0.10653172104442749,-0.22241369353302892,-0.018168129755375288,-0.08593766664788695,-0.09085788467926036,0.04194703742679714,-0.0470182571876693,0.10508787748066305,0.07121288542715341,0.016579125523249656,-0.0312931629222661,0.02805040832463995,-0.07140703854348963,0.08362109295619914,0.07372090238409863,-0.07688443916635626,0.0322199700645559,-0.012115009162388776,0.10993478771097055
MaxRing,-0.10138525007754848,-0.06824125733625791,0.09817092698364631,-0.223982169892306,-0.015139775929311728,0.08951714993896547,0.02702957307331912,-0.130804097272216,0.052774669522164246,-0.18291869594238674,-0.1094349100572491,0.1168098055663036,0.07142695508578091,0.09868425268900445,-0.19714537350884764,0.059629145891714926,0.08730861108828196,-0.061725475721084784,-0.0579505750366331,-0.1410434167488974,-0.05184155896086563
nHet,-0.043300838410011734,0.23037964850203033,0.095822825674223,-0.04677297769906842,0.09449210024963234,0.03720338768492593,-0.01511228049867193,0.02847348051344352,-0.00817207122223389,0.07795257525326316,0.014196382245990088,-0.013096029069512778,0.03519960114999897,0.04383576893633378,-0.03328291675860767,0.02324786523024936,0.05098547335515684,-0.036537122822262,0.03628181316771026,0.009199275889482857,-0.05240423390085049
nRig,0.09603128022817269,-0.11085659262316111,0.03895926913057198,-0.2563459747852109,-0.021245356470094914,-0.08972634511645386,-0.05317260920732448,0.009349408333150587,-0.07415798948665496,0.06878437121801659,0.13737482778567248,-0.0542214724768089,0.020311882448864428,0.09473671946445336,-0.14177555680464501,0.0036776457707728646,0.07923919588127588,-0.037190462385974905,0.03382474785826575,-0.07518831201435039,0.04458940788352779
Flex,-0.06062266651340054,0.23233947180332856,0.02944167510643946,0.04339997284409354,-0.03172682827188144,-0.07693144029620279,0.051167045856244965,0.03804905667374328,0.05434401471267023,0.11142704438859828,-0.0794959676162946,0.052896966632376856,0.005692165592737039,-0.08124374965410398,0.0693288156154917,-0.03392784809722729,0.03579128587527562,-0.016226713889511815,-0.0615788444830932,0.06447297532958522,-0.10281707390910756
nStereo,-0.19938763780427815,-0.07132260401559386,-0.04595761347161175,-0.07795167897565129,0.07329890668879525,0.08800115945420592,-0.009754069569214758,-0.01982263593407625,-0.042645341991935135,-0.018461996719142674,0.13779687883455502,0.03271327728379797,-0.13926202127626477,0.07915264558572666,-0.056946349059290316,-0.0011348866161453727,0.045095276121766364,0.0238738001576183,0.00030734492969406574,0.06455795046117781,0.06400672200029481
NonBiodegradable,-0.12800097414596526,0.005084037375578842,0.07291035284164334,0.082612542776876,-0.027513259805202837,0.020165589779898574,0.01096953001886114,-0.18375238476481653,-0.042549386009128706,0.11273859614043465,0.08462661703097243,0.19005923379756598,0.39694653531453405,0.3217885884854368,0.06517032870731841,0.0031594630623321433,0.046328436122606016,0.3043774813756224,0.3196817665653961,0.03193250427849247,0.015529568855508866
