,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21
NonGenotoxic_Carcinogenicity,0.16747279619458774,0.015694967190716395,0.042893543474357095,0.10524929621885279,-0.023141214931338312,-0.13579777992576153,-0.1363965521953644,-0.030809621241342365,-0.1098683585703106,-0.08512699995054138,-0.02428066338829632,-0.13298231379026448,-0.04017042016569973,0.20747289773971198,-0.21577601222176684,0.06304347335422084,0.019275303192797404,0.22740290250870288,-0.20653985844346098,0.2519004519038887,-0.01586873732713362
SureChEMBL,0.031903983711812356,0.20489277012329338,0.10193111491397734,0.06814613666650374,-0.007191046468287472,0.08968723153626747,0.10662874767413263,0.012657067539191614,0.09142846231363994,-0.05150605799853478,0.12865332160562992,-0.14367996111609738,-0.019048295999788856,-0.044405825055014725,-0.11890544398742066,0.00833147910522037,0.041873853401933676,0.009603698083726245,0.1915361007723841,-0.04533860935277735,-0.0457872028185919
LD50_oral,0.009331416957632344,0.08032689446718341,0.050227586693898874,0.05958704796798616,-0.13134142545011754,0.0973696431437962,-0.2555106170591584,-0.07631267520834487,-0.3338403436420719,-0.10133410420987762,-0.03817544043356346,-0.2685600976777976,0.06952406261866702,0.02660613454020266,-0.2644033225558577,0.01083370431699068,-0.11341179558409062,-0.1036309289816243,0.15856418339001743,0.05669303206255632,0.07483693140186483
Skin_Sensitization,0.14383222281100544,0.16454528248410283,0.00045544118086327976,0.01396585594168733,-0.0370799858197133,0.004130576145408243,-0.1041471967044578,-0.17277323794201668,0.11255960575797704,0.04925919599588102,-0.10420453410653296,-0.08517340016720372,0.09568338643280692,-0.024291929190856532,-0.06315832200287244,-0.025448898907465465,0.022114581386254002,0.06346149003113279,-0.14181971025090587,-0.02839414291736673,-0.12424706082026793
Acute_Aquatic_Toxicity,0.18071399046705622,0.12005223556186406,0.004208877102096028,0.0842805690681119,0.001243199799667059,-0.09111430521361767,-0.05000538151225629,-0.08217732065607028,-0.06297097746940358,-0.031147201747392272,-0.05673878900590193,0.01996185872404361,0.15125796393990726,0.036158534483397176,0.11635862917223702,0.02806435038926105,0.04543853368518999,0.0711682476828283,-0.06722490983905094,-0.029831761191231425,0.07527665618375888
Toxicophores,-0.006914668144370951,0.22916313334967933,0.08121383069503878,-0.019852211717517672,-0.0635499598926391,0.037064359094518086,-0.037763399990308304,0.03569339371086273,0.11096761963664592,-0.08681715731164209,0.04591488844491417,0.07107558918976399,-0.024695587920920838,0.0036737246568523205,0.022608012327594785,0.10598503266591039,-0.11223128997459997,-0.035742634408877504,0.05896148714723407,-0.09731909089098573,0.05526548886405491
Genotoxic_Carcinogenicity_Mutagenicity,0.14173243847379327,0.07263936901766704,0.11252742255143636,0.024598227064189442,0.039624656943039585,0.05498927027513031,-0.0991210046643105,-0.15628051168435333,-0.23222568925974313,0.008112294352733041,-0.18807426514996348,0.20444816548751166,-0.13481164750615718,-0.011822922425376043,0.18172625841994774,0.0002386396882127741,0.03660392510241543,-0.0576269383662708,0.18151647180656852,-0.03658505174037019,-0.09781404280492706
QED,-0.04322035285080508,-0.1482237831503689,-0.1507801724638833,-0.0367240514340589,0.10942972473347241,0.0673873289311193,-0.03137735622563327,0.024675356810182913,-0.07974898747305005,-0.2447790607841456,-0.187272152771895,0.211391539895927,0.0666718212086926,0.026355982972758287,0.1301823405980925,0.12857762596673916,-0.1413952579715482,-0.1029155267758181,0.1173919708871353,-0.07756815427507231,-0.1649144914638428
Synth,-0.08994132492591796,0.15153922112631227,0.02914846148258086,-0.15957101020656475,0.10310108741394884,-0.0490186682475878,0.017514923174564608,-0.1451593787686189,-0.026263718697146474,-0.15515187519878046,0.17176766650612219,0.0872052037554436,0.0016273621461282944,0.045643544259434024,-0.125781256051566,0.19164205541551124,0.1355549508496806,-0.026581756318877,0.021681529650792685,-0.10693324119297144,0.018548048721802154
Fsp3,-0.19416052923568572,0.08649546022392232,0.08482149110873881,0.07016363632653164,-0.003015329718389269,0.03931901935510595,-0.034839639622141344,0.04455724078447629,-0.001192457926405494,-0.15683232338062877,-0.014487807010374257,0.06588516577025222,-0.04371260664027074,-0.06744766021121971,0.06746732717485768,0.04530865183927449,-0.07702681176162014,-0.015733238829243212,0.007416928687999226,0.012216194680342884,0.21831780593107958
MCE-18,-0.006428999037510539,-0.07036681216956871,0.12731104684680042,-0.1784630377637275,0.037874448202270455,0.08573842078105216,-0.14366022277589088,0.0522049301961576,-0.12937124752422718,0.05918498209041489,0.15105691997366585,0.3538509482639584,0.040103137991452154,-0.12141936103131153,-0.16380003106689867,0.2969521092757094,-0.09286592667270399,0.011033688464279531,-0.05449817970173703,0.0755598544884544,0.16125237953180233
Natural Product-likeness,0.13702834543469913,-0.047151501040060315,-0.15224535736779946,0.20666767629645377,0.006032827548101779,-0.013920210191130935,0.05444479532678823,0.06113302838691427,0.013352565164006161,-0.03540022123795932,-0.0351785735031999,0.08821643963702931,-0.009303500571622372,-0.11139482354032858,0.04534935253070255,-0.02758398940662456,0.02241534031007706,0.06533961768532481,-0.16410682904795448,-0.06039400892133536,-0.13863037012435797
Alarm_NMR,0.11725453155329701,0.14855769871018504,-0.0038324798263429027,0.026680820699964813,-0.06186026208534201,0.03179521112286546,-0.008484659673830141,-0.08285313416809276,0.29987823306268524,-0.058432326458628274,0.0878424712570473,-0.04907700853246577,-0.11444016201289457,0.01053877337535996,-0.1140630197069425,0.3140626620178724,-0.04600268042525343,-0.06074762453442038,-0.010302430971447344,-0.1303510040229914,-0.2073632818568018
BMS,-0.01805362881267711,0.21537026186011823,0.0428354534043273,0.06050493573642672,-0.16271117142350738,0.05675927097455383,-0.025668407950078458,-0.03143431781827835,0.06575055310650567,-0.0742997807214756,0.08977267709193443,-0.13077667909059199,0.030521615489169956,0.003981636134078463,0.03482149055541821,-0.004339023112935937,0.03903159822915355,0.0456370979914739,0.11131781801348994,-0.06320350483974613,0.09055231334423994
PAINS,-0.015304915220191171,0.001728176696024708,-0.07921333565641808,0.12364784961027805,-0.09863605306558715,0.1142633858428323,0.3547266003130767,0.20721335416606307,-0.113694060924908,-0.04181846613474869,0.14397830121595298,-0.0830569906807379,-0.1184695741863653,0.2199189107569902,-0.13601488425637856,0.04001745632039779,0.010903066045887946,-0.005187042190908457,0.08320069504749883,0.1564076329125821,-0.12582243083044575
