PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17
-0.24721982172214516,0.17946778371409097,-1.4789264370168569,-1.2515004394917317,0.25081879217596525,1.0923473794383292,-0.7785881192482612,-0.4681565667507069,0.9378989014786732,0.23707032642168527,-0.07545215946223573,-1.7140573917399538,0.5133569581980468,0.2923078779212328,-0.1403711996770097,-0.6919411860817202,0.47533796909509096
1.377435542321662,-2.6961662809641176,-1.134436328101127,0.5013137139292674,-0.8381011955058244,-1.52711001738011,-0.8210452277578282,-0.8392207377938288,0.56801121989956,0.7678205103310399,-1.5248550027131054,-0.5120459953034134,-0.17002835578527603,-1.0070277987378102,0.5879350106080603,-1.1180806919325657,-0.28677859072209166
-1.040660227963351,3.587652147764956,0.38714705664759347,-0.8314939705666439,-0.9325469815144203,1.763624021307265,-0.6902408444677525,-0.632674793869229,0.576600783661041,0.6686681072370477,-0.20138487167937122,1.0863399361419457,-0.034021358677392165,0.22983182639942695,-0.07308483758190086,1.0311524077995282,0.4875937041544564
-5.960004924056668,-3.5549295896301936,1.3070849144455117,2.7513529458785135,0.20168636496966777,0.15571121627445675,1.1504456207582514,0.22373315616435607,-0.8574422431648716,0.9091828975420089,-0.26750382486670965,-0.07387123828043192,1.4167045559856541,0.0943448946561958,0.029547369595478743,0.2856659247129135,0.1662790728887971
2.3018654410071915,-2.0711509537152417,-1.0948094763089076,0.08228345926534916,-0.1296769425106071,-1.806910460045704,-1.0940778142764995,-0.577688981072848,0.5526831993838649,0.40575810490742975,-0.8846737265026661,0.5078409395784385,0.2818433404089936,0.8355019524811951,-0.05569335452033578,0.14670207230473314,-0.3987730663584681
-2.7092833557426057,2.0891627908961965,-1.0701192927883514,-1.4989827715485522,0.9925698794414787,1.227418168742428,-0.17967932830133257,-0.4574027111986691,-0.6313019393731851,-0.40134688030620985,0.01948118647117845,1.3635983575424473,0.17401775210183934,0.030124285504153595,0.08687550917246088,-0.5590654799169043,0.2817980840190445
3.9232774806265875,1.0547759725935444,-0.30235841187668966,-0.5146434121525255,1.5532940737041867,-0.5506947643672577,-0.788592954061192,-1.0876189843301605,0.9893454323032123,0.4912731541059411,-0.8613723978672166,0.09170260317207254,-0.11412845809150822,0.6041211727865662,-0.03205343223521433,0.32507923402740846,-0.2842296178292113
-0.4494825607605857,1.1803627125019658,-1.5891258322841293,-1.6647042265196592,2.2796859293621208,0.15371235630786784,-0.2989854555547688,-0.7795312225038956,-0.12135400538220935,-0.27321528017035285,0.3209356535550607,-1.1512709530740057,0.17859350375849767,-0.09944546241979126,-0.5293576980170746,0.4416963180965849,0.9639999888276932
-5.052680513675588,-1.3360263857573458,0.7660562551227759,2.555791300876697,0.8388744490042888,0.8686833260053978,4.884409796255087,-1.7698850964663715,2.3255763460295995,-2.151708483776424,-0.5070158862725344,-0.5702217846015063,0.02625290396298863,0.3786633585022516,0.6379714221916793,0.7150174507790007,-0.14277427257819822
-5.053147837370411,-3.0943323364427733,1.3462184682961054,0.0065353795457665925,-0.11468530319943028,0.6411431372960315,2.238162497047409,0.7937444374543489,-1.4414183414355113,1.2309230415359913,0.21762641616578898,-0.3178818517614787,0.7957644175817421,0.27306191755260567,-0.3939876214605062,0.5441102537128018,-0.681579059096661
-2.45359612167342,2.6607256527884386,-0.44267204189831877,-1.0115405552260353,1.338497663835516,-0.6080563081840393,0.232265368219414,0.11498002864548656,-0.31922727201893575,0.03525995374927047,0.717001016036367,-0.03830204507240129,0.41725438364581013,0.7019648863438908,-0.12669751602218232,-0.24849024003160283,-0.3625415697475016
-6.435620637873665,-2.265702573557797,1.7527601300766413,2.7620275492053272,0.5248981167177262,0.3136602724691526,0.7730497105565706,0.2728793987691094,-0.5172871590015343,1.1145173757785265,-0.4114837184054374,-0.3703946008428822,0.11657005346668248,0.9924950261174682,-0.0884247003969448,-0.2844068689413404,0.37410501474601265
-5.431703492068147,-1.4227351581562846,-0.5625761722473362,0.682916583804723,-0.7538144536001311,-0.9467742969273455,3.3804952818268412,-1.5903720475160952,2.862531265337937,-2.9994015684131603,0.8113016112043716,0.1972114939655152,-1.212775517513431,0.3621710225907826,0.8667423017741485,-0.06465982014550672,0.4001412268882029
-1.7608793628251644,2.2288632026028,-1.1836967660942543,-2.128789115652972,1.6898783480299862,1.5735441692179044,-0.26336605515125733,-0.9066349324446149,-0.6220575708555313,-0.24534625462267473,-0.26294306024635133,1.0667741360401917,-0.567805714206899,-0.3899858556312724,-0.3593148850910673,-0.0009489224952656272,0.5973089135466483
7.770748172034116,-5.043973420045613,-0.2949718927541474,1.963241394151525,0.6676980268522958,2.090783387325993,0.3978360964980144,0.10724269894203436,0.11009001209519544,-0.18115266537412528,-0.41662018231965214,0.3272778593402583,2.134701199217386,-0.40087158515989507,2.8861181066837,0.659082312757139,0.19661112405259404
-2.5841425445943593,2.965369703849789,0.11576434113719981,-0.6569717892417355,-1.6449417895875755,1.7884911855453143,-0.4537661710123201,-0.03475235532972288,0.253714126980647,0.5246220839996639,0.05384322314404516,1.3630408184757685,0.13148310870975713,0.4464181071767632,0.3572030850442033,0.5503701207808532,-0.011489956620724037
