SMILES,ERRORS
OCC(COC(=O)O[C@H]1C[C@H]2OC[C@]2([C@@H]2[C@]1(C)C(=O)[C@H](OC(=O)C)C1=C(C)[C@H](C[C@@]([C@H]2OC(=O)c2ccccc2)(C1(C)C)O)OC(=O)[C@@H]([C@H](c1ccccc1)NC(=O)c1ccccc1)O)OC(=O)C)O,SUCCESS
CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@@H]3[C@]([C@H]2[C@@H]([C@]2(C(C1=C(C)[C@@H](OC(=O)[C@@H]([C@H](c1ccccc1)NC(=O)c1ccccc1)O)C2)(C)C)O)OCc1ccccc1)(CO3)OC(=O)C,SUCCESS
CC(=O)O[C@H]1[C@@H]2CO[C@@H]2[C@H]2[C@@]3([C@@H]1[C@H](OC(=O)c1ccccc1)[C@]1(O)C[C@H](OC(=O)[C@@H]([C@H](c4ccccc4)NC(=O)c4ccccc4)O)C(=C(C1(C)C)[C@H](C3=O)OC(=O)OCCOCO2)C)C,SUCCESS
CSSCCOCCOCCOCCOCCC(=O)O[C@H]1C(=O)[C@]2(C)C(O)C[C@@H]3[C@](C2[C@@H]([C@]2(C(C1=C(C)[C@@H](OC(=O)[C@@H]([C@@H](NC(=O)OC(C)(C)C)C=C(C)C)O)C2)(C)C)O)OC(=O)c1cc(OC)ccc1OC)(CO3)OC(=O)C,SUCCESS
CC(=O)O[C@H]1[C@@H]2CO[C@@H]2[C@H]2[C@@]3([C@@H]1[C@H](OC(=O)c1ccccc1)[C@]1(O)C[C@H](OC(=O)[C@@H]([C@H](c4ccccc4)NC(=O)c4ccccc4)O)C(=C(C1(C)C)[C@H](C3=O)OCOCC(COCO2)(C)C)C)C,SUCCESS
O=C(OC(C)(C)C)N[C@H]([C@H](C(=O)O[C@H]1C[C@@]2(O)[C@@H](Oc3ccccc3)C3[C@@]4(CO[C@@H]4CC([C@]3(C(=O)[C@@H](C(=C1C)C2(C)C)O)C)O)OC(=O)C)O)c1ccccc1,SUCCESS
O=C(O[C@H]1C[C@@]2(O)[C@@H](OC(=O)c3ccccc3)[C@H]3[C@@](C(=O)[C@@H](C(=C1C)C2(C)C)OC(=O)OCC(Cl)(Cl)Cl)(C)[C@@H](OC(=O)OCC(Cl)(Cl)Cl)C[C@@H]1[C@]3(CO1)OC(=O)C)CCc1ccc2c(c1)cccc2,SUCCESS
CSSCCC(=O)O[C@H]1C(=O)[C@]2(C)C(O)C[C@@H]3[C@](C2[C@@H]([C@]2(C(C1=C(C)[C@@H](OC(=O)[C@@H]([C@@H](NC(=O)OC(C)(C)C)C=C(C)C)O)C2)(C)C)O)OC(=O)c1ccccc1)(CO3)OC(=O)C,SUCCESS
CC(=O)O[C@H]1[C@@H]2CO[C@@H]2[C@H]2[C@@]3([C@@H]1[C@H](OC(=O)c1ccccc1)[C@]1(O)C[C@H](OC(=O)[C@@H]([C@H](c4ccccc4)NC(=O)OC(C)(C)C)O)C(=C(C1(C)C)[C@H](C3=O)OCOCCOCO2)C)C,SUCCESS
O=C(OC(C)(C)C)N[C@H]([C@H](C(=O)O[C@H]1C[C@@]2(O)[C@@H](OCc3ccccc3)[C@H]3[C@@]([C@H]4[C@@H](C(=C1C)C2(C)C)O[C@H](O4)CN1CCOCC1)(C)CC[C@@H]1[C@]3(CO1)OC(=O)C)O)c1nccs1,SUCCESS
CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@@H]3[C@]([C@H]2[C@@H]([C@]2(C(C1=C(C)[C@@H](OC(=O)[C@@H]([C@H](c1ccccc1)NC(=O)c1ccccc1)O)C2)(C)C)O)OC(=O)c1ccccc1)(CO3)OC(=O)C,SUCCESS
CC(=O)O[C@@]12CO[C@@H]1CC[C@@]1([C@@H]2[C@H](OCc2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@@H]([C@H](c3nccs3)NC(=O)OC(C)(C)C)O)C(=C(C2(C)C)[C@@H]2[C@H]1O[C@@H](O2)CNC1CC1)C)C,SUCCESS
CC(=O)O[C@@]12CO[C@@H]1CC[C@@]1([C@@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@@]([C@H](c3ccccn3)NC(=O)c3ccccc3)(O)C)C(=C(C2(C)C)[C@@H]2[C@H]1O[C@@H](O2)CN1CCOCC1)C)C,SUCCESS
CC(=O)O[C@H]1[C@@H]2CO[C@@H]2[C@@H]([C@@]2([C@@H]1[C@H](OC(=O)c1ccccc1)[C@]1(O)C[C@H](OC(=O)[C@@H]([C@H](c3ccccc3)NC(=O)c3ccccc3)O)C(=C(C1(C)C)[C@H](C2=O)OC(=O)C)C)C)O,SUCCESS
CSSCCN1CCN(CC1)C(=O)O[C@H]1C(=O)[C@]2(C)C(O)C[C@@H]3[C@](C2[C@@H]([C@]2(C(C1=C(C)[C@@H](OC(=O)[C@@H]([C@@H](NC(=O)OC(C)(C)C)C=C(C)C)O)C2)(C)C)O)OC(=O)c1ccccc1)(CO3)OC(=O)C,SUCCESS
O=C(OC(C)(C)C)N[C@H]([C@H](C(=O)O[C@H]1C[C@@]2(O)[C@@H](OCc3ccccc3)[C@H]3[C@@]([C@H]4[C@@H](C(=C1C)C2(C)C)O[C@H](O4)CN1CCOCC1)(C)CC[C@@H]1[C@]3(CO1)OC(=O)C)O)c1ncsc1,SUCCESS
CO[C@H]1C(=O)[C@]2(C)[C@@H](OC)C[C@@H]3[C@]([C@H]2[C@@H]([C@]2(C(C1=C(C)[C@@H](OC(=O)[C@@H]([C@H](c1ccccc1)NC(=O)OC(C)(C)C)O)C2)(C)C)O)OC(=O)c1ccccc1)(CO3)OC(=O)C,SUCCESS
CC(=O)O[C@@]12CO[C@@H]1CC[C@@]1([C@@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@@]([C@H](c3ccccc3)NC(=O)OC(C)(C)C)(O)C)C(=C(C2(C)C)[C@@H]2[C@H]1O[C@@H](O2)CN1CCOCC1)C)C,SUCCESS
CN(C[C@@H]1O[C@H]2[C@@H](O1)[C@]1(C)CC[C@@H]3[C@]([C@H]1[C@@H]([C@]1(C(C2=C(C)[C@@H](OC(=O)[C@@H]([C@H](c2nccs2)NC(=O)OC(C)(C)C)O)C1)(C)C)O)OCc1ccccc1)(CO3)OC(=O)C)C,SUCCESS
O=C(O[C@H]1C(=O)[C@]2(C)[C@@H](OC(=O)CCc3ccc(cc3)C(=O)c3ccccc3)C[C@@H]3[C@]([C@H]2[C@@H]([C@]2(C(C1=C(C)[C@@H](O)C2)(C)C)O)OC(=O)c1ccccc1)(CO3)OC(=O)C)CCc1ccc(cc1)C(=O)c1ccccc1,SUCCESS
O=C(O[C@H]1C(=O)[C@]2(C)[C@@H](OC(=O)/C=C/c3ccc4c(c3)cccc4)C[C@@H]3[C@]([C@H]2[C@@H]([C@]2(C(C1=C(C)[C@@H](O)C2)(C)C)O)OC(=O)c1ccccc1)(CO3)OC(=O)C)/C=C/c1ccc2c(c1)cccc2,SUCCESS
O=C(O[C@H]1C[C@@]2(O)[C@@H](OC(=O)c3ccccc3)[C@@H]3[C@@]4(CO[C@@H]4C[C@@H]([C@]3(C(=O)[C@@H](C(=C1C)C2(C)C)O)C)O)OC(=O)C)/C=C/c1ccc2c(c1)cccc2,SUCCESS
COc1ccc(nc1)[C@@H]([C@H](C(=O)O[C@H]1C[C@@]2(O)[C@@H](OCc3ccccc3)[C@@H]3[C@@]4(CO[C@@H]4CC[C@]3([C@H]3[C@@H](C(=C1C)C2(C)C)O[C@H](O3)CN1CCOCC1)C)OC(=O)C)O)NC(=O)OC(C)(C)C,SUCCESS
CC(C[C@@H]([C@H](C(=O)O[C@@H]1C(=C2[C@@H](OC(=O)C)C(=O)[C@]3([C@H]([C@@H]([C@]4([C@H]1OC(=O)O4)C2(C)C)OC(=O)c1ccccc1)[C@@]1(CO[C@@H]1C[C@@H]3O)OC(=O)C)C)C)O)NC(=O)OC(C)(C)C)C,SUCCESS
CN(C[C@@H]1O[C@H]2[C@@H](O1)[C@]1(C)CC[C@@H]3[C@]([C@H]1[C@@H]([C@]1(C(C2=C(C)[C@@H](OC(=O)[C@@H]([C@H](c2cscn2)NC(=O)OC(C)(C)C)O)C1)(C)C)O)OCc1ccccc1)(CO3)OC(=O)C)C,SUCCESS
CN(C[C@@H]1O[C@H]2[C@@H](O1)[C@]1(C)CC[C@@H]3[C@]([C@H]1[C@@H]([C@]1(C(C2=C(C)[C@H](C1)OC(=O)[C@@H]([C@H](C(C)(C)C)NC(=O)OC(C)(C)C)O)(C)C)O)OCc1ccccc1)(CO3)OC(=O)C)C,SUCCESS
CSSCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCC(=O)O[C@H]1C(=O)[C@]2(C)C(O)C[C@@H]3[C@](C2[C@@H]([C@]2(C(C1=C(C)[C@@H](OC(=O)[C@@H]([C@@H](NC(=O)OC(C)(C)C)C=C(C)C)O)C2)(C)C)O)OC(=O)c1cc(OC)ccc1OC)(CO3)OC(=O)C,SUCCESS
CSSCCC(=O)O[C@H]1C(=O)[C@]2(C)C(O)C[C@@H]3[C@](C2[C@@H]([C@]2(C(C1=C(C)[C@@H](OC(=O)[C@@H]([C@@H](NC(=O)OC(C)(C)C)C=C(C)C)O)C2)(C)C)O)OC(=O)c1cc(OC)ccc1OC)(CO3)OC(=O)C,SUCCESS
CC(=O)O[C@@]12CO[C@@H]1C[C@@H]([C@@]1([C@@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@@H]([C@H](c3ccccc3)NC(=O)OC(C)(C)C)O)C(=C(C2(C)C)[C@H](C1=O)O)C)C)O.O.O.O,SUCCESS
CC(=O)O[C@H]1C[C@@]2(O)[C@@H](OC(=O)c3ccccc3)[C@H]3[C@@](C(=O)[C@@H](C(=C1C)C2(C)C)OC(=O)C)(C)[C@@H](OC(=O)/C=C/c1ccc(cc1)C(=O)c1ccccc1)C[C@@H]1[C@]3(CO1)OC(=O)C,SUCCESS
CC(=O)O[C@@]12CO[C@@H]1CC[C@@]1([C@@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@@H]([C@H](c3ccccc3)NC(=O)OC(C)(C)C)O)C(=C(C2(C)C)[C@@H]2[C@H]1O[C@@H](O2)CN1CCOCC1)C)C,SUCCESS
CSSCCN1CCN(CC1)C(=O)O[C@H]1C(=O)[C@]2(C)C(O)C[C@@H]3[C@](C2[C@@H]([C@]2(C(C1=C(C)[C@@H](OC(=O)[C@@H]([C@@H](NC(=O)OC(C)(C)C)C=C(C)C)O)C2)(C)C)O)OC(=O)c1cc(OC)ccc1OC)(CO3)OC(=O)C,SUCCESS
O=C(OC(C)(C)C)N[C@H]([C@H](C(=O)O[C@H]1C[C@@]2(O)[C@@H](OCc3ccccc3)[C@H]3[C@@]([C@H]4[C@@H](C(=C1C)C2(C)C)O[C@H](O4)CN1CCOCC1)(C)CC[C@@H]1[C@]3(CO1)OC(=O)C)O)c1cccc(n1)F,SUCCESS
CC(=O)O[C@@]12CO[C@@H]1C[C@@H]([C@@]1([C@@H]2[C@H](OCc2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@@H]([C@H](c3ccccc3)NC(=O)OC(C)(C)C)O)C(=C(C2(C)C)[C@H](C1=O)O)C)C)O,SUCCESS
CC(=O)OCC[C@@]12[C@@H](OC(=O)C)C[C@@H](C(=C)[C@H]1[C@H](OC(=O)C)[C@@H]1CC(=O)[C@@]3([C@]([C@H]([C@@H]2OC(=O)C)OC(=O)C)([C@@]1(C)CO3)O)C)OC(=O)/C=C/c1ccccc1,SUCCESS
CN(C[C@@H]1O[C@H]2[C@@H](O1)[C@]1(C)CC[C@@H]3[C@]([C@H]1[C@@H]([C@]1(C(C2=C(C)[C@@H](OC(=O)[C@@H]([C@H](c2ncccc2F)NC(=O)OC(C)(C)C)O)C1)(C)C)O)OC(=O)c1ccccc1)(CO3)OC(=O)C)C,SUCCESS
CN(C[C@@H]1O[C@H]2[C@@H](O1)[C@]1(C)CC[C@@H]3[C@]([C@H]1[C@@H]([C@]1(C(C2=C(C)[C@@H](OC(=O)[C@@H]([C@H](c2cncs2)NC(=O)OC(C)(C)C)O)C1)(C)C)O)OCc1ccccc1)(CO3)OC(=O)C)C,SUCCESS
O=C(OC(C)(C)C)N[C@H]([C@H](C(=O)O[C@H]1C[C@@]2(O)[C@@H](OCc3ccccc3)[C@H]3[C@@]([C@H]4[C@@H](C(=C1C)C2(C)C)O[C@H](O4)CN1CCOCC1)(C)CC[C@@H]1[C@]3(CO1)OC(=O)C)O)c1scnc1,SUCCESS
CCC(=O)O[C@H]1C[C@H]2OC[C@]2(C2[C@]1(C)C(=O)[C@H](O)C1=C(C)[C@H](C[C@@]([C@H]2OC(=O)c2ccccc2)(C1(C)C)O)OC(=O)[C@@H]([C@H](c1ccco1)CC(=O)OC(C)(C)C)O)OC(=O)C,SUCCESS
O=C(OC(C)(C)C)N[C@H]([C@](C(=O)O[C@H]1C[C@@]2(O)[C@@H](OC(=O)c3ccccc3)[C@@H]3[C@@]4(CO[C@@H]4CC[C@]3([C@H]3[C@@H](C(=C1C)C2(C)C)O[C@H](O3)CN1CCOCC1)C)OC(=O)C)(O)C)c1ccccn1,SUCCESS
O=C(O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@@H]3[C@]([C@H]2[C@@H]([C@]2(C(C1=C(C)[C@@H](O)C2)(C)C)O)OC(=O)c1ccccc1)(CO3)OC(=O)C)/C=C/c1ccc(cc1)C(=O)c1ccccc1,SUCCESS
O=C(O[C@H]1C[C@@]2(O)[C@@H](OC(=O)c3ccccc3)[C@H]3[C@@](C(=O)[C@@H](C(=C1C)C2(C)C)OC(=O)OCC(Cl)(Cl)Cl)(C)[C@@H](OC(=O)OCC(Cl)(Cl)Cl)C[C@@H]1[C@]3(CO1)OC(=O)C)/C=C/c1ccc2c(c1)cccc2,SUCCESS
CNC[C@@H]1O[C@H]2[C@@H](O1)[C@]1(C)CC[C@@H]3[C@]([C@H]1[C@@H]([C@]1(C(C2=C(C)[C@@H](OC(=O)[C@@H]([C@H](c2ccccn2)NC(=O)OC(C)(C)C)O)C1)(C)C)O)OCc1ccccc1)(CO3)OC(=O)C,SUCCESS
CC(=O)O[C@H]1[C@@H]2CO[C@@H]2[C@H]2[C@@]3([C@@H]1[C@H](OC(=O)c1ccccc1)[C@]1(O)C[C@H](OC(=O)[C@@H]([C@H](c4ccccc4)NC(=O)c4ccccc4)O)C(=C(C1(C)C)[C@H](C3=O)OCOCCOCO2)C)C,SUCCESS
CC(=O)O[C@H]1C(=O)[C@]23C[C@H]2C[C@@H]2[C@]([C@H]3[C@@H]([C@]3(C(C1=C(C)[C@@H](OC(=O)[C@@H]([C@H](c1ccccc1)NC(=O)OC(C)(C)C)O)C3)(C)C)O)OC(=O)c1ccccc1)(CO2)OC(=O)C,SUCCESS
CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](OC(=O)/C=C/c3ccc4c(c3)cccc4)C[C@@H]3[C@]([C@H]2[C@@H]([C@]2(C(C1=C(C)[C@@H](OC(=O)C)C2)(C)C)O)OC(=O)c1ccccc1)(CO3)OC(=O)C,SUCCESS
O=C(OC(C)(C)C)N[C@@H](C(C)(C)C)[C@H](C(=O)O[C@H]1C[C@@]2(O)[C@@H](OCc3ccccc3)[C@H]3[C@@]([C@H]4[C@@H](C(=C1C)C2(C)C)O[C@H](O4)CN1CCOCC1)(C)CC[C@@H]1[C@]3(CO1)OC(=O)C)O,SUCCESS
CC(=O)O[C@@]12CO[C@@H]1C[C@@H]([C@@]1([C@@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@@H]([C@H](c3ccccc3)NC(=O)OC(C)(C)C)O)C(=C(C2(C)C)[C@H](C1=O)O)C)C)O,SUCCESS
CN(C[C@@H]1O[C@H]2[C@@H](O1)[C@]1(C)CC[C@@H]3[C@]([C@H]1[C@@H]([C@]1(C(C2=C(C)[C@@H](OC(=O)[C@@H]([C@H](c2cccc(n2)F)NC(=O)OC(C)(C)C)O)C1)(C)C)O)OCc1ccccc1)(CO3)OC(=O)C)C,SUCCESS
CN(C[C@@H]1O[C@H]2[C@@H](O1)[C@]1(C)CC[C@@H]3[C@]([C@H]1[C@@H]([C@]1(C(C2=C(C)[C@@H](OC(=O)[C@@H]([C@H](c2ccccn2)NC(=O)OC(C)(C)C)O)C1)(C)C)O)OCc1ccccc1)(CO3)OC(=O)C)C,SUCCESS
CC(=O)O[C@H]1C[C@@]2(O)[C@@H](OC(=O)/C=C/c3ccc(cc3)C(=O)c3ccccc3)[C@@H]3[C@@]4(CO[C@@H]4C[C@@H]([C@]3(C(=O)[C@@H](C(=C1C)C2(C)C)OC(=O)C)C)OC(=O)C)OC(=O)C,SUCCESS
O=C(OC(C)(C)C)N[C@H]([C@H](C(=O)O[C@H]1C[C@@]2(O)[C@@H](OCc3ccccc3)[C@H]3[C@@]([C@H]4[C@@H](C(=C1C)C2(C)C)O[C@H](O4)CN1CCOCC1)(C)CC[C@@H]1[C@]3(CO1)OC(=O)C)O)c1ccc(cn1)F,SUCCESS
CC(=O)O[C@H]1C[C@@]2(O)[C@@H](OC(=O)CCc3ccc4c(c3)cccc4)[C@@H]3[C@@]4(CO[C@@H]4C[C@@H]([C@]3(C(=O)[C@@H](C(=C1C)C2(C)C)OC(=O)C)C)OC(=O)C)OC(=O)C,SUCCESS
O=C(O[C@H]1C(=O)[C@]2(C)[C@@H](OC(=O)/C=C/c3ccc4c(c3)cccc4)C[C@@H]3[C@]([C@H]2[C@@H]([C@]2(C(C1=C(C)[C@@H](O)C2)(C)C)O)OC(=O)c1ccccc1)(CO3)OC(=O)C)CCc1ccc(cc1)C(=O)c1ccccc1,SUCCESS
CN([C@@H]1C(=C(C(=O)N)C(=O)[C@@]2([C@H]1[C@@H](O)[C@@H]1C(=C)c3cccc(c3C(=O)C1=C2O)O)O)O)C.Cl,SUCCESS
CN([C@@H]1C(=C(C(=O)N)C(=O)[C@@]2([C@H]1C[C@H]1C(=C2O)C(=O)c2c([C@@]1(C)O)c(Cl)ccc2O)O)O)C.Cl,SUCCESS
CN([C@@H]1C(=C(C(=O)N)C(=O)[C@@]2([C@H]1[C@@H](O)[C@H]1C(=C2O)C(=O)c2c([C@@]1(C)O)cccc2O)O)O)C.Cl,SUCCESS
CN([C@@H]1C(=C(C(=O)N)C(=O)[C@@]2([C@H]1C[C@@H]1Cc3cccc(c3C(=O)C1=C2O)O)O)O)C,SUCCESS
CON(Cc1ccc(c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(=C(C(=O)[C@]3(C(=C1C2=O)O)O)C(=O)N)O)O)C.Cl,SUCCESS
OP(=O)(O)O.CN([C@@H]1C(=C(C(=O)N)C(=O)[C@@]2([C@H]1C[C@H]1C(=C2O)C(=O)c2c([C@@]1(C)O)cccc2O)O)O)C,SUCCESS
OS(=O)(=O)O.CN([C@@H]1C(=C(C(=O)N)C(=O)[C@@]2([C@H]1C[C@H]1C(=C2O)C(=O)c2c([C@@]1(C)O)c(Cl)ccc2O)O)O)C,SUCCESS
OCCN1CCN(CC1)CNC(=O)C1=C(O)[C@@H](N(C)C)[C@H]2[C@](C1=O)(O)C(=C1[C@H](C2)[C@](C)(O)c2c(C1=O)c(O)ccc2)O,SUCCESS
OCCN1CCN(CC1)C(C(=O)O)NC(=O)C1=C(O)[C@@H](N(C)C)[C@H]2[C@](C1=O)(O)C(=C1[C@H](C2)[C@](C)(O)c2c(C1=O)c(O)ccc2)O,SUCCESS
OC(=O)C1CCCN(C1)CNC(=O)C1=C(O)[C@@H](N(C)C)[C@H]2[C@](C1=O)(O)C(=C1[C@H](C2)[C@](C)(O)c2c(C1=O)c(O)ccc2)O,SUCCESS
CN([C@@H]1C(=C(C(=O)N)C(=O)[C@@]2([C@H]1C[C@H]1C(=C2[O-])C(=O)c2c([C@@]1(C)O)c(Cl)ccc2O)O)[O-])C.[Ca+2],SUCCESS
O=C(N[C@@H]1C(=O)N2[C@@H]1SC([C@@H]2C(=O)O)(C)C)COc1ccccc1.OCCN1CCN(CC1)CNC(=O)C1=C(O)[C@@H](N(C)C)[C@H]2[C@](C1=O)(O)C(=C1[C@H](C2)[C@](C)(O)c2c(C1=O)c(O)ccc2)O,SUCCESS
OC[C@H]1O[C@@H](O)[C@@H]([C@H]([C@@H]1O)O)NCNC(=O)C1=C(O)[C@@H](N(C)C)[C@H]2[C@](C1=O)(O)C(=C1[C@H](C2)[C@](C)(O)c2c(C1=O)c(O)ccc2)O,SUCCESS
CN(CNC(=O)C1=C(O)[C@@H](N(C)C)[C@H]2[C@](C1=O)(O)C(=C1[C@H](C2)[C@](C)(O)c2c(C1=O)c(O)ccc2)O)CCN(CNC(=O)C1=C(O)[C@@H](N(C)C)[C@H]2[C@](C1=O)(O)C(=C1[C@H](C2)[C@](C)(O)c2c(C1=O)c(O)ccc2)O)C,SUCCESS
OCNC(=O)C1=C(O)[C@@H](N(C)C)[C@H]2[C@](C1=O)(O)C(=C1[C@H](C2)[C@](C)(O)c2c(C1=O)c(O)ccc2Cl)O,SUCCESS
CN([C@@H]1C(=C(C(=O)N)C(=O)[C@@]2([C@H]1C[C@@H]1Cc3c(C(=O)C1=C2O)c(O)ccc3N(C)C)O)O)C,SUCCESS
O=C(Nc1cc(N(C)C)c2c(c1O)C(=O)C1=C(O)[C@]3([C@@H](C[C@@H]1C2)[C@H](N(C)C)C(=C(C3=O)C(=O)N)O)O)CNC(C)(C)C,SUCCESS
CN([C@@H]1C(=C(C(=O)N)C(=O)[C@@]2([C@H]1[C@@H](O)[C@@H]1[C@@H](C)c3cccc(c3C(=O)C1=C2O)O)O)O)C.Cl,SUCCESS
CN([C@@H]1C(=C(C(=O)N)C(=O)[C@@]2([C@H]1[C@@H](O)[C@H]1C(=C2O)C(=O)c2c([C@@]1(C)O)cccc2O)O)O)C,SUCCESS
NC(=N)NC(=N)N1CCN(CC1)CNC(=O)C1=C(O)[C@@H](N(C)C)[C@H]2[C@](C1=O)(O)C(=C1[C@H](C2)[C@](C)(O)c2c(C1=O)c(O)ccc2)O,SUCCESS
CC1(C)S[C@H]2N([C@H]1C(=O)O)C(=O)[C@H]2NC(=O)[C@@H](c1ccccc1)NCNC(=O)C1=C(O)[C@@H](N(C)C)[C@H]2[C@](C1=O)(O)C(=C1[C@H](C2)[C@](C)(O)c2c(C1=O)c(O)ccc2)O,SUCCESS
CN([C@@H]1C(=C(C(=O)NCN2CCCC2)C(=O)[C@@]2([C@H]1C[C@H]1C(=C2O)C(=O)c2c([C@@]1(C)O)cccc2O)O)O)C,SUCCESS
CN([C@@H]1C(=C(C(=O)N)C(=O)[C@@]2([C@H]1[C@@H](O)[C@@H]1[C@@H](C)c3cccc(c3C(=O)C1=C2O)O)O)O)C.O,SUCCESS
CC(=O)C1=C(O)[C@H](N)[C@H]2[C@](C1=O)(O)C(=O)c1c(C2)c(C)c2c(c1O)c(O)c(cc2)C,SUCCESS
CN([C@@H]1C(=C(C(=O)N)C(=O)[C@@]2([C@H]1C[C@@H]1Cc3c(C(=O)C1=C2O)c(O)ccc3[N+](=O)[O-])O)O)C,SUCCESS
CN([C@@H]1C(=C(C(=O)NCN2CCCC2)C(=O)[C@@]2([C@H]1C[C@H]1C(=C2O)C(=O)c2c([C@@]1(C)O)cccc2O)O)O)C.[O-][N+](=O)O,SUCCESS
CN([C@@H]1C(=C(C(=O)N)C(=O)[C@@]2([C@H]1C[C@H]1C(=C2O)C(=O)c2c([C@@]1(C)O)c(Cl)ccc2O)O)O)C,SUCCESS
CN([C@@H]1C(=C(C(=O)N)C(=O)[C@@]2([C@H]1C[C@@H]1Cc3c(cc(c(c3C(=O)C1=C2O)O)CNCC(C)(C)C)N(C)C)O)O)C,SUCCESS
CN([C@H]1C(=C(C(=O)N)C(=O)[C@@]2([C@H]1C[C@H]1C(=C2O)C(=O)c2c([C@@]1(C)O)cccc2O)O)O)C.Cl,SUCCESS
N[C@H](C(=O)O)CCCCNCNC(=O)C1=C(O)[C@@H](N(C)C)[C@H]2[C@](C1=O)(O)C(=C1[C@H](C2)[C@](C)(O)c2c(C1=O)c(O)ccc2)O,SUCCESS
CN([C@@H]1C(=C(C(=O)N)C(=O)[C@@]2([C@H]1[C@@H](O)[C@@H]1[C@@H](C)c3cccc(c3C(=O)C1=C2O)O)O)O)C,SUCCESS
O[C@H]1[C@H]2C(=C([C@]3([C@@H]1[C@H](N(C)C)C(=C(C3=O)C(=O)N)O)O)O)C(=O)c1c(C2=C)c(Cl)ccc1O.OC(=O)c1cc(ccc1O)S(=O)(=O)O,SUCCESS
CN([C@@H]1C(=C(C(=O)N)C(=O)[C@@]2([C@H]1C[C@@H]1[C@H](O)c3cccc(c3C(=O)C1=C2O)O)O)O)C,SUCCESS
CN([C@@H]1C(=C(C(=O)N)C(=O)[C@@]2([C@H]1[C@@H](O)[C@@H]1[C@@H](C)c3cccc(c3C(=O)C1=C2O)O)O)O)C.OP(=O)=O.OP(=O)=O.OP(=O)=O.[O-]P(=O)=O.[Na+],SUCCESS
CN([C@@H]1C(=C(C(=O)N)C(=O)[C@@]2([C@H]1C[C@@H]1Cc3c(C(=O)C1=C2O)c(O)ccc3N(C)C)O)O)C.Cl,SUCCESS
O=C(Nc1cc(F)c2c(c1O)C(=O)C1=C(O)[C@]3([C@@H](C[C@@H]1C2)[C@H](N(C)C)C(=C(C3=O)C(=O)N)O)O)CN1CCCC1,SUCCESS
O[C@H]1[C@H]2C(=C([C@]3([C@@H]1[C@H](N(C)C)C(=C(C3=O)C(=O)N)O)O)O)C(=O)c1c(C2=C)c(Cl)ccc1O,SUCCESS
CN([C@@H]1C(=C(C(=O)N)C(=O)[C@@]2([C@H]1C[C@@H]1Cc3ccc(c(c3C(=O)C1=C2O)O)N)O)O)C,SUCCESS
CN([C@@H]1C(=C(C(=O)N)C(=O)[C@@]2([C@H]1C[C@H]1C(=C2O)C(=O)c2c([C@@]1(C)O)cccc2O)O)O)C,SUCCESS
CN([C@@H]1C(=C(C(=O)N)C(=O)[C@@]2([C@H]1C[C@H]1C(=C2O)C(=O)c2c([C@@]1(C)O)cccc2O)O)O)C.Cl,SUCCESS
CN([C@@H]1C(=C(C(=O)N)C(=O)[C@@]2([C@H]1[C@@H](O)[C@@H]1C(=C)c3cccc(c3C(=O)C1=C2O)O)O)O)C,SUCCESS
CC(=O)C1=C(O)[C@H](N)[C@H]2[C@](C1=O)(O)C(=O)c1c(C2)c(C)c2c(c1O)c(O)c(cc2)C.Cl,SUCCESS
CN([C@@H]1C(=C(C(=O)N)C(=O)[C@@]2([C@H]1C[C@@H]1Cc3c(cc(c(c3C(=O)C1=C2O)O)CNCC(C)(C)C)N(C)C)O)O)C.Cc1ccc(cc1)S(=O)(=O)O,SUCCESS
CN([C@@H]1C(=C(C(=O)N)C(=O)[C@@]2([C@H]1C[C@H]1C(=C2O)C(=O)c2c([C@H]1O)c(Cl)ccc2O)O)O)C,SUCCESS
CN([C@@H]1C(=C(C(=O)N)C(=O)[C@@]2([C@H]1C[C@H]1C(=C2O)C(=O)c2c([C@H]1O)c(Cl)ccc2O)O)O)C.Cl,SUCCESS
O=C(Nc1cc(F)c2c(c1O)C(=O)C1=C(O)[C@]3([C@@H](C[C@@H]1C2)[C@H](N(C)C)C(=C(C3=O)C(=O)N)O)O)CN1CCCC1.Cl.Cl,SUCCESS
CN([C@@H]1C(=C(C(=O)N)C(=O)[C@@]2([C@H]1C[C@@H]1[C@@H](C)c3cccc(c3C(=O)C1=C2O)O)O)O)C.Cl,SUCCESS
