Num Aliphatic Carbocycles,Num Heteroatoms,Num Hydrogen Bond Acceptor,Num Aromatic Carbocycles,LogP,Num Rotatable Bonds,Num Aromatic Heterocycles,Num Lipinski HB Donor,Num Atoms,Num Lipinski HB Acceptor,Num Rings,Num Hydrogen bond Donor,Num Aliphatic Rings,Num Aliphatic Heterocycles,Num Heterocycles,Mol Wt,Labute ASA,Num Aromatic Rings,Topological Polar SA,SMILES
0,10,9,1,4.091,4,2,1,43,10,7,1,4,4,6,586.279,249.756,3,114.2,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccc(cc4c(c3Cn1c2=O)CC)OC(=O)N1CCC(CC1)N1CCCCC1
0,9,8,1,2.269,3,2,2,32,8,5,2,2,2,4,457.14,190.03,3,104.89,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccc(c(c4cc3Cn1c2=O)CN(C)C)O.Cl
0,8,8,1,1.161,5,2,3,31,8,5,3,2,2,4,421.164,177.667,3,113.68,OCCNCc1c2Cn3c(c2nc2c1cccc2)cc1c(c3=O)COC(=O)[C@]1(O)CC
0,7,6,1,3.96,4,2,1,32,6,5,1,2,2,4,448.182,187.434,3,81.42,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccccc4c(c3Cn1c2=O)CC[Si](C)(C)C
0,7,7,1,1.537,1,2,3,27,7,5,2,2,2,4,363.122,153.568,3,107.44,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccccc4cc3C(n1c2=O)N
0,8,8,1,1.847,3,2,2,31,8,5,2,2,2,4,421.164,177.877,3,104.89,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccc(c(c4cc3Cn1c2=O)CN(C)C)O
0,8,7,1,4.663,3,2,1,37,7,6,1,3,3,5,521.208,220.57,3,84.66,CC[C@@]1(O)CC(=O)OCc2c1cc1c3nc4cc(Cl)c(cc4c(c3Cn1c2=O)CN1CCC(CC1)C)C
0,20,15,2,3.375,13,3,6,65,18,8,6,3,3,6,931.298,384.337,5,237.48,CO[C@H]1[C@H](O)[C@H](O[C@H]([C@H]1O)C)Oc1ccc(cc1)NC(=S)N[C@H](C(=O)N[C@H](C(=O)O[C@]1(CC)C(=O)OCc2c1cc1c3nc4ccccc4cc3Cn1c2=O)C(C)C)Cc1c[nH]cn1.Cl
0,7,7,2,3.692,4,2,2,34,7,6,2,2,2,4,453.169,195.2,4,93.45,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccccc4c(c3Cn1c2=O)CNc1ccccc1
0,7,7,1,4.275,9,2,1,35,7,5,1,2,2,4,478.247,205.213,3,82.81,CCCCc1c2ccccc2nc2c1Cn1c2cc2c(c1=O)CO[C@H]([C@]2(O)CC)OCCOCC
0,12,10,1,4.255,2,2,2,42,12,5,2,2,2,4,578.238,241.708,3,149.29,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccccc4cc3[C@H](n1c2=O)N(C(=O)OC(C)(C)C)NC(=O)OC(C)(C)C
0,7,7,1,2.579,5,2,2,31,7,5,2,2,2,4,419.185,179.238,3,93.45,CCCNCc1c2ccccc2nc2c1Cn1c2cc2c(c1=O)COC(=O)[C@]2(O)CC
0,18,15,2,5.145,19,2,5,58,15,6,5,2,2,4,894.172,349.732,4,214.03,O/N=C(\C(=O)NCCSSCCNC(=O)CCCCCO/N=C/c1c2Cn3c(c2nc2c1cccc2)cc1c(c3=O)COC(=O)[C@]1(O)CC)/Cc1ccc(c(c1)Br)O
0,7,6,1,2.865,4,2,1,29,6,5,1,2,2,4,396.149,166.076,3,73.58,FCCO[C@@H]1OCc2c([C@@]1(O)CC)cc1n(c2=O)Cc2c1nc1ccccc1c2
0,10,10,1,1.598,3,2,1,38,10,7,1,4,4,6,518.217,218.883,3,106.36,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4cc5OCCOc5cc4c(c3Cn1c2=O)CN1CCN(CC1)C
0,19,15,2,2.953,13,3,6,64,18,8,6,3,3,6,895.321,372.184,5,237.48,CO[C@H]1[C@H](O)[C@H](O[C@H]([C@H]1O)C)Oc1ccc(cc1)NC(=S)N[C@H](C(=O)N[C@H](C(=O)O[C@]1(CC)C(=O)OCc2c1cc1c3nc4ccccc4cc3Cn1c2=O)C(C)C)Cc1c[nH]cn1
0,11,11,2,11.381,19,2,1,66,11,7,1,3,3,5,904.524,390.527,4,143.25,CCc1c2cc(ccc2nc2c1Cn1c2cc2c(c1=O)COC(=O)[C@]2(O)CC)OC(=O)CCC(=O)Oc1c(C)c(C)c2c(c1C)CC[C@@](O2)(C)CCC[C@@H](CCC[C@@H](CCCC(C)C)C)C
0,8,7,2,4.345,4,2,2,35,7,6,2,2,2,4,487.13,205.503,4,93.45,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccccc4c(c3Cn1c2=O)CNc1ccc(cc1)Cl
0,8,8,1,3.087,4,3,2,34,8,6,2,2,2,5,454.164,194.42,4,106.34,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccccc4c(c3Cn1c2=O)CNc1ccccn1
0,7,7,1,2.348,2,2,2,29,7,5,2,2,2,4,392.137,165.752,3,101.65,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccc(cc4c(c3Cn1c2=O)CC)O
0,11,9,1,2.327,7,2,1,40,10,6,1,3,3,5,566.22,232.787,3,122.04,CCCCS(=O)(=O)N1CCN(CC1)Cc1c2ccccc2nc2c1Cn1c2cc2c(c1=O)COC(=O)[C@]2(O)CC
0,8,8,2,3.63,5,2,1,36,8,6,1,2,2,4,481.164,205.978,4,103.01,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccccc4c(c3Cn1c2=O)/C=N/OCc1ccccc1
0,13,11,2,2.603,7,2,1,46,12,7,1,3,3,5,646.21,265.342,4,140.5,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccccc4c(c3Cn1c2=O)CN1CCN(CC1)S(=O)(=O)c1cc(OC)cc(c1)OC
0,11,9,2,2.727,6,2,1,43,10,7,1,3,3,5,600.204,248.75,4,122.04,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccccc4c(c3Cn1c2=O)CN1CCN(CC1)S(=O)(=O)Cc1ccccc1
0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,1.368,0,0.0,CCOC(=O)c1cc(cn1COC)NC(=O)c1cc(cn1COC)NC(=O)c1cc(cn1COC)0C(=O)COc1ccc2c(c1)cc1c(n2)c2n(C1)c(=O)c1c(c2)C(O)(CC)C(=O)OC1
0,8,7,1,3.042,5,2,2,33,7,5,2,2,2,4,469.177,197.756,3,93.45,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccccc4c(c3Cn1c2=O)CCNC(C)C.Cl
0,7,7,1,2.514,3,2,2,30,7,5,2,2,2,4,404.137,171.428,3,101.65,C=CCc1c(O)ccc2c1cc1Cn3c(c1n2)cc1c(c3=O)COC(=O)[C@]1(O)CC
0,10,9,1,4.257,5,2,1,44,10,7,1,4,4,6,598.279,255.431,3,114.2,C=CCc1c(ccc2c1cc1Cn3c(c1n2)cc1c(c3=O)COC(=O)[C@]1(O)CC)OC(=O)N1CCC(CC1)N1CCCCC1
1,23,15,2,0.506,22,2,7,75,22,8,7,4,3,5,1035.414,428.392,4,302.63,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4cc(F)c(c5c4c(c3Cn1c2=O)[C@H](CC5)NC(=O)COCNC(=O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)CCCCCN1C(=O)CCC1=O)C
0,11,9,2,2.895,5,2,1,43,10,7,1,3,3,5,600.204,248.75,4,122.04,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccccc4c(c3Cn1c2=O)CN1CCN(CC1)S(=O)(=O)c1ccc(cc1)C
0,9,8,1,2.462,1,2,1,30,8,6,1,3,3,5,426.062,174.118,3,99.88,CCC1(O)C(=O)OCc2c1cc1c3nc4cc5OCOc5c(c4cc3Cn1c2=O)Cl
0,7,7,0,1.475,1,3,1,26,7,5,1,2,2,5,349.106,147.448,3,94.31,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4cnccc4cc3Cn1c2=O
0,20,17,1,3.383,28,3,3,67,19,8,3,4,4,7,946.426,393.175,4,217.51,CC[C@@]1(OCc2nnn(c2)CCOCCOCCOCCOCCOCCNC(=O)CCCC[C@@H]2SC[C@H]3[C@@H]2NC(=O)N3)C(=O)OCc2c1cc1c3nc4ccccc4c(c3Cn1c2=O)CC
0,13,10,1,4.033,13,2,3,49,12,7,3,4,4,6,687.273,287.632,3,157.72,CC[C@@]1(OC(=O)CCCCCNC(=O)CCCC[C@@H]2SC[C@H]3[C@@H]2NC(=O)N3)C(=O)OCc2c1cc1c3nc4ccccc4cc3Cn1c2=O
0,8,8,1,2.48,2,3,1,32,8,6,1,2,2,5,428.148,182.258,4,99.24,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccccc4c(c3Cn1c2=O)c1cnn(c1)C
0,8,6,1,2.748,1,2,1,29,6,5,1,2,2,4,398.108,162.924,3,81.42,CC[C@@]1(O)CC(=O)OCc2c1cc1c3nc4cc(F)c(cc4cc3Cn1c2=O)F
0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,1.368,0,0.0,CCOC(=O)c1cc(cn1COC)NC(=O)c1cc(cn1COC)0C(=O)COc1ccc2c(c1)cc1c(n2)c2n(C1)c(=O)c1c(c2)C(O)(CC)C(=O)OC1
0,10,8,1,0.687,3,2,5,32,10,5,3,2,2,4,432.155,181.399,3,158.18,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccccc4c(c3Cn1c2=O)/C=N/N=C(N)N
0,12,11,1,4.057,8,2,2,46,11,6,2,3,3,5,646.246,270.465,3,140.06,CSCC[C@@H](C(=O)O[C@]1(CC)C(=O)OCc2c1cc1c3nc4ccccc4cc3Cn1c2=O)NC(=O)C1=CC(N(C1(C)C)O)(C)C
0,8,8,2,3.7,5,2,2,36,8,6,2,2,2,4,483.179,206.679,4,102.68,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccccc4c(c3Cn1c2=O)CNc1ccc(cc1)OC
0,7,7,2,4.0,4,2,2,35,7,6,2,2,2,4,467.185,201.565,4,93.45,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccccc4c(c3Cn1c2=O)CNc1ccc(cc1)C
0,14,11,1,3.387,13,2,4,50,13,7,4,4,4,6,703.268,292.426,3,177.95,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccc(cc4cc3Cn1c2=O)OC(=O)CCCCCNC(=O)CCCC[C@@H]1SC[C@H]2[C@@H]1NC(=O)N2
0,12,9,2,3.24,5,2,1,43,10,7,1,3,3,5,620.15,252.688,4,122.04,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccccc4c(c3Cn1c2=O)CN1CCN(CC1)S(=O)(=O)c1ccc(cc1)Cl
0,9,9,1,1.812,6,2,2,33,9,5,2,2,2,4,449.159,188.445,3,123.24,OCCCO/N=C\c1c2ccccc2nc2c1Cn1c2cc2c(c1=O)COC(=O)[C@]2(O)CC
0,6,6,1,2.08,1,2,1,26,6,5,1,2,2,4,348.111,148.228,3,81.42,CCC1(O)C(=O)OCc2c1cc1c3nc4ccccc4cc3Cn1c2=O
0,10,8,1,3.177,3,2,2,40,10,6,2,3,3,5,545.24,231.091,3,133.66,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccccc4c(c3Cn1c2=O)C(=O)NC1CC(C)(C)N(C(C1)(C)C)[O]
0,9,7,1,0.403,7,3,1,39,8,6,1,2,2,5,591.137,236.166,4,94.53,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccc(cc4c(c3Cn1c2=O)CC)OCCC[n+]1ccccc1.[Br-]
0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,1.368,0,0.0,COCn1cc(cc1C(=O)Nc1cn(c(c1)C(=O)NCCCN(C)C)COC)0C(=O)COc1ccc2c(c1)cc1c(n2)c2n(C1)c(=O)c1c(c2)C(O)(CC)C(=O)OC1
0,7,7,2,4.139,3,2,1,35,7,6,1,2,2,4,465.169,200.911,4,93.78,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccccc4c(c3Cn1c2=O)/C=N/c1ccccc1C
0,12,10,3,5.058,6,2,2,48,12,7,2,2,2,4,646.206,273.632,5,149.29,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)[C@@H](c2c1nc1ccccc1c2)N(C(=O)OCc1ccccc1)NC(=O)OCc1ccccc1
0,9,8,1,1.421,3,2,3,32,9,5,3,2,2,4,435.143,181.829,3,130.75,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccc(c(c4cc3Cn1c2=O)CNC(=O)C)O
0,14,9,1,2.039,4,2,7,47,13,7,1,4,4,6,676.288,278.351,3,208.7,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccc(cc4c(c3Cn1c2=O)CC)OC(=O)N1CCC(CC1)N1CCCCC1.O.O.O.Cl
0,12,10,1,2.442,3,2,1,40,10,7,1,4,4,6,590.17,243.189,3,106.36,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4cc5OCCOc5cc4c(c3Cn1c2=O)CN1CCN(CC1)C.Cl.Cl
0,12,10,2,2.595,6,2,1,44,11,7,1,3,3,5,616.199,253.863,4,131.27,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccccc4c(c3Cn1c2=O)CN1CCN(CC1)S(=O)(=O)c1ccc(cc1)OC
0,11,9,3,3.739,5,2,1,46,10,8,1,3,3,5,636.204,265.066,5,122.04,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccccc4c(c3Cn1c2=O)CN1CCN(CC1)S(=O)(=O)c1ccc2c(c1)cccc2
0,13,10,1,4.299,8,3,1,43,10,6,1,2,2,5,596.188,242.638,4,125.66,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccc(cc4c(c3Cn1c2=O)CC)OCCCOc1ncnc(c1)C(F)(F)F
0,12,10,1,2.648,5,3,1,41,10,7,1,3,3,6,592.145,240.025,4,122.04,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccccc4c(c3Cn1c2=O)CN1CCN(CC1)S(=O)(=O)c1cccs1
0,11,9,2,2.586,5,2,1,42,10,7,1,3,3,5,586.189,242.385,4,122.04,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccccc4c(c3Cn1c2=O)CN1CCN(CC1)S(=O)(=O)c1ccccc1
0,8,8,1,3.1,3,2,2,33,8,5,2,2,2,4,450.179,189.961,3,110.88,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccc(c(c4cc3Cn1c2=O)COC(C)(C)C)O
0,11,11,1,2.639,5,2,0,38,11,5,0,2,2,4,520.148,215.814,3,140.09,CC[C@@]1(OC(=O)C)C(=O)OCc2c1cc1c3nc4ccc(c(c4cc3Cn1c2=O)COC(=O)C)OC(=O)C
0,8,7,2,3.831,4,2,2,35,7,6,2,2,2,4,471.159,199.366,4,93.45,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccccc4c(c3Cn1c2=O)CNc1ccc(cc1)F
0,7,7,1,2.393,4,2,2,30,7,5,2,2,2,4,406.153,172.117,3,101.65,OCCCC1c2cc3ccccc3nc2c2n1c(=O)c1c(c2)[C@@](O)(CC)C(=O)OC1
0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,1.368,0,0.0,COCn1cc(cc1C(=O)NCCCN(C)C)0C(=O)COc1ccc2c(c1)cc1c(n2)c2n(C1)c(=O)c1c(c2)C(O)(CC)C(=O)OC1
0,7,7,1,3.142,2,3,1,32,7,6,1,2,2,5,425.138,182.505,4,94.31,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccccc4c(c3Cn1c2=O)c1ccncc1
0,11,11,1,3.251,7,4,1,41,11,7,1,2,2,6,552.212,233.983,5,134.25,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccc(cc4c(c3Cn1c2=O)CC)OCCCn1cnc2c1ncnc2
0,17,14,1,3.69,15,4,4,57,17,7,4,2,2,6,781.307,326.035,5,206.27,CCCC(=O)Nc1cc(n(c1)COC)C(=O)Nc1cc(n(c1)COC)C(=O)NCCOc1ccc2c(c1)cc1c(n2)c2n(C1)c(=O)c1c(c2)C(O)(CC)C(=O)OC1
0,7,7,1,3.321,6,2,1,32,7,5,1,2,2,4,436.2,186.119,3,82.81,CCOCC(O[C@@H]1OCc2c([C@@]1(O)CC)cc1n(c2=O)Cc2c1nc1ccccc1c2)C
0,11,6,1,4.093,4,2,1,34,6,5,1,2,2,4,482.126,189.103,3,73.58,CC[C@@]1(O)[C@H](OCC(C(F)(F)F)(F)F)OCc2c1cc1c3nc4ccccc4cc3Cn1c2=O
0,6,6,1,3.694,4,2,1,30,6,5,1,2,2,4,406.189,174.64,3,73.58,CCC(O[C@@H]1OCc2c([C@@]1(O)CC)cc1n(c2=O)Cc2c1nc1ccccc1c2)C
0,8,8,1,2.941,7,2,1,33,8,5,1,2,2,4,452.195,191.232,3,92.04,CCOCCO[C@@H]1OCc2c([C@@]1(O)CC)cc1n(c2=O)Cc2c1nc1ccc(cc1c2)OC
0,10,10,1,2.068,4,2,1,35,10,5,1,2,2,4,478.138,198.603,3,134.02,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccc(c(c4cc3Cn1c2=O)COC(=O)C)OC(=O)C
0,7,7,1,3.808,2,3,1,31,6,6,1,2,2,5,430.099,180.926,4,81.42,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccc(cc4cc3Cn1c2=O)c1cccs1
0,8,8,1,1.808,1,2,1,29,8,6,1,3,3,5,392.101,163.814,3,99.88,CCC1(O)C(=O)OCc2c1cc1c3nc4cc5OCOc5cc4cc3Cn1c2=O
0,13,11,1,2.703,6,3,2,40,11,6,2,2,2,5,581.093,231.471,4,153.89,CCC1(O)C(=O)OCc2c1cc1c3nc4ccc(cc4cc3Cn1c2=O)OCCNC(=O)S(=O)(=O)c1cccs1
0,7,7,3,4.845,4,2,2,38,7,7,2,2,2,4,503.185,217.882,5,93.45,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccccc4c(c3Cn1c2=O)CNc1cccc2c1cccc2
0,11,9,1,4.679,5,2,1,45,10,7,1,4,4,6,634.256,267.584,3,114.2,C=CCc1c(ccc2c1cc1Cn3c(c1n2)cc1c(c3=O)COC(=O)[C@]1(O)CC)OC(=O)N1CCC(CC1)N1CCCCC1.Cl
0,7,7,1,3.041,3,2,0,30,7,5,0,2,2,4,404.137,171.804,3,87.49,CCC(=O)O[C@]1(CC)C(=O)OCc2c1cc1c3nc4ccccc4cc3Cn1c2=O
0,19,16,1,2.48,15,4,4,57,19,7,4,2,2,6,783.298,324.474,5,232.05,CCCC(=O)Nc1nc(n(c1)COC)C(=O)Nc1nc(n(c1)COC)C(=O)NCCOc1ccc2c(c1)cc1c(n2)c2n(C1)c(=O)c1c(c2)C(O)(CC)C(=O)OC1
1,7,7,1,3.502,4,2,2,34,7,6,2,3,2,4,459.216,197.327,3,93.45,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccccc4c(c3Cn1c2=O)CNC1CCCCC1
0,8,8,1,1.932,3,2,2,30,8,5,2,2,2,4,408.132,170.866,3,110.88,COCc1c(O)ccc2c1cc1Cn3c(c1n2)cc1c(c3=O)COC(=O)[C@]1(O)CC
0,7,7,1,1.662,1,2,3,27,7,5,2,2,2,4,363.122,153.568,3,107.44,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4cccc(c4cc3Cn1c2=O)N
0,8,8,1,3.229,3,2,1,33,8,5,1,2,2,4,447.179,190.016,3,103.01,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccccc4c(c3Cn1c2=O)/C=N/OC(C)(C)C
0,6,6,1,2.08,1,2,1,26,6,5,1,2,2,4,348.111,148.228,3,81.42,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccccc4cc3Cn1c2=O
0,7,7,1,2.282,2,2,1,29,7,5,1,2,2,4,390.122,165.12,3,98.49,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccccc4c(c3Cn1c2=O)C(=O)C
0,8,8,1,3.547,5,2,1,35,8,6,1,3,3,5,476.195,202.004,3,99.88,CCCCOC1CCc2c(O1)ccc1c2cc2Cn3c(c2n1)cc1c(c3=O)COC(=O)[C@]1(O)CC
0,8,7,1,-2.731,4,2,2,28,7,4,2,1,1,3,388.104,182.122,3,115.48,CC[C@](c1cc2c3nc4ccccc4cc3Cn2c(=O)c1CO)(C(=O)[O-])O.[Na+]
1,8,7,1,2.473,1,2,3,32,7,6,2,3,2,4,435.159,182.188,3,107.44,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4cc(F)c(c5c4c(c3Cn1c2=O)[C@@H](N)CC5)C
0,18,15,1,3.232,17,4,4,60,18,7,4,2,2,6,824.349,344.525,5,209.51,COCn1cc(cc1C(=O)NCCOc1ccc2c(c1)cc1c(n2)c2n(C1)c(=O)c1c(c2)C(O)(CC)C(=O)OC1)NC(=O)c1cc(cn1COC)NC(=O)CCCN(C)C
0,11,9,1,3.611,7,2,3,44,11,6,3,3,3,5,604.29,255.236,3,145.43,CC[C@](c1cc2c3nc4ccc(cc4c(c3Cn2c(=O)c1CO)CC)OC(=O)N1CCC(CC1)N1CCCCC1)(C(=O)O)O
0,20,18,2,3.317,15,4,2,72,20,10,2,4,4,8,980.323,409.073,6,251.64,CC[C@@]1(OC(=O)[C@@H](NC(=O)COCCOCC(=O)N[C@H](C(=O)O[C@]2(CC)C(=O)OCc3c2cc2c4nc5ccccc5cc4Cn2c3=O)C)C)C(=O)OCc2c1cc1c3nc4ccccc4cc3Cn1c2=O
0,8,7,1,-2.731,4,2,2,28,7,4,2,1,1,3,388.104,182.122,3,115.48,CC[C@@](c1cc2c3nc4ccccc4cc3Cn2c(=O)c1CO)(C(=O)[O-])O.[Na+]
0,8,8,1,2.48,2,3,1,32,8,6,1,2,2,5,428.148,182.258,4,99.24,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccccc4c(c3Cn1c2=O)c1ccnn1C
0,8,8,1,2.322,4,2,2,31,8,5,2,2,2,4,422.148,177.231,3,110.88,CCOCc1c(O)ccc2c1cc1Cn3c(c1n2)cc1c(c3=O)COC(=O)[C@]1(O)CC
0,21,17,1,4.348,19,5,5,68,21,8,5,2,2,7,933.366,388.431,6,249.53,CCCC(=O)Nc1ccc(n1COC)C(=O)Nc1cc(n(c1)COC)C(=O)Nc1cc(n(c1)COC)C(=O)NCCOc1ccc2c(c1)cc1c(n2)c2n(C1)c(=O)c1c(c2)C(O)(CC)C(=O)OC1
1,10,9,1,2.828,4,2,1,40,10,7,1,4,3,5,541.185,228.373,3,128.03,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccc(c(c4cc3Cn1c2=O)CN1C(=O)C2=C(C1=O)CCCC2)OC
0,7,7,1,3.142,2,3,1,32,7,6,1,2,2,5,425.138,182.505,4,94.31,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccc(cc4cc3Cn1c2=O)c1ccncc1
0,8,7,1,3.563,2,3,1,33,7,6,1,2,2,5,461.114,194.658,4,94.31,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccc(cc4cc3Cn1c2=O)c1ccncc1.Cl
0,7,7,1,2.931,5,2,1,31,7,5,1,2,2,4,422.184,179.754,3,82.81,COCC(O[C@@H]1OCc2c([C@@]1(O)CC)cc1n(c2=O)Cc2c1nc1ccccc1c2)C
0,10,9,1,2.84,7,2,1,34,10,5,1,2,2,4,467.169,194.407,3,125.95,CCOCCO[C@@H]1OCc2c([C@@]1(O)CC)cc1n(c2=O)Cc2c1nc1cccc(c1c2)[N+](=O)[O-]
0,9,9,1,3.642,3,3,1,37,9,7,1,3,3,6,498.19,211.825,4,108.47,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccccc4c(c3Cn1c2=O)c1cnn(c1)C1CCCCO1
0,12,10,3,5.058,6,2,2,48,12,7,2,2,2,4,646.206,273.632,5,149.29,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)[C@H](c2c1nc1ccccc1c2)N(C(=O)OCc1ccccc1)NC(=O)OCc1ccccc1
0,12,10,1,4.255,2,2,2,42,12,5,2,2,2,4,578.238,241.708,3,149.29,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccccc4cc3[C@@H](n1c2=O)N(C(=O)OC(C)(C)C)NC(=O)OC(C)(C)C
0,8,8,1,2.71,4,2,2,32,8,5,2,2,2,4,436.163,183.596,3,110.88,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccc(c(c4cc3Cn1c2=O)COC(C)C)O
0,8,7,2,4.345,4,2,2,35,7,6,2,2,2,4,487.13,205.503,4,93.45,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccccc4c(c3Cn1c2=O)CNc1cccc(c1)Cl
0,12,9,1,1.004,5,2,1,39,11,6,1,3,3,5,553.2,225.953,3,125.28,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccccc4c(c3Cn1c2=O)CN1CCN(CC1)S(=O)(=O)N(C)C
0,9,8,1,1.908,3,2,2,34,9,6,2,3,3,5,461.159,193.763,3,121.96,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccc(c(c4cc3Cn1c2=O)CN1CCCC1=O)O
0,8,8,1,2.767,3,2,1,33,8,6,1,3,3,5,448.163,189.274,3,99.88,CCOC1CCc2c(O1)ccc1c2cc2Cn3c(c2n1)cc1c(c3=O)COC(=O)[C@]1(O)CC
0,11,10,1,2.935,5,2,2,42,11,6,2,3,3,5,572.227,241.247,3,140.06,CC[C@@]1(OC(=O)CNC(=O)C2=CC(N(C2(C)C)O)(C)C)C(=O)OCc2c1cc1c3nc4ccccc4cc3Cn1c2=O
0,7,7,1,3.142,2,3,1,32,7,6,1,2,2,5,425.138,182.505,4,94.31,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccccc4c(c3Cn1c2=O)c1cccnc1
0,9,6,1,3.458,3,2,1,31,6,5,1,2,2,4,432.13,174.407,3,73.58,CC[C@@]1(O)[C@H](OCC(F)(F)F)OCc2c1cc1c3nc4ccccc4cc3Cn1c2=O
0,9,8,1,2.287,5,2,2,33,9,5,2,2,2,4,450.143,187.757,3,127.95,CC[C@@]1(O)[C@@H](OCc2c1cc1c3nc4ccccc4cc3Cn1c2=O)OC(=O)CCC(=O)O
0,12,10,1,3.273,8,2,3,44,11,7,3,4,4,6,618.215,257.255,3,148.85,CCc1c2cc(ccc2nc2c1Cn1c2cc2c(c1=O)COC(=O)[C@]2(O)CC)OC(=O)CCCC[C@@H]1SC[C@H]2[C@@H]1NC(=O)N2
0,17,14,1,2.771,18,3,3,56,16,8,3,4,4,7,786.316,326.915,4,189.82,CC[C@@]1(OCc2nnn(c2)CCOCCOCCNC(=O)CCCC[C@@H]2SC[C@H]3[C@@H]2NC(=O)N3)C(=O)OCc2c1cc1c3nc4ccccc4cc3Cn1c2=O
0,8,8,1,1.723,1,2,2,31,8,6,2,3,3,5,420.132,176.225,3,110.88,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccc5c(c4cc3Cn1c2=O)CCC(O5)O
0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,1.368,0,0.0,COCn1cc(cc1C(=O)Nc1cn(c(c1)C(=O)Nc1cn(c(c1)C(=O)NCCCN(C)C)COC)COC)0C(=O)COc1ccc2c(c1)cc1c(n2)c2n(C1)c(=O)c1c(c2)C(O)(CC)C(=O)OC1
