,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37
BBB,-0.13034533746101326,-0.1347987806501813,0.11898096374612462,-0.010502659738940757,0.1065932849855348,-0.06817365360693328,-0.07366255468153787,-0.06733425922303453,0.073308199268688,-0.059486534631288335,-0.1657363357507867,0.02496498154303211,-0.06766948902889322,-0.15305038854597772,0.11285662588675352,-0.10143222385429133,0.05390959160921516,0.03474015774283658,-0.0654853953444283,-0.04264436496039109,0.10016921258115029,0.002431009335834745,0.11610367321218207,0.05111637242137445,0.05927641644311234,-0.012095475072226733,0.1446398820790888,-0.054862531364723285,0.029423941396691154,-0.016991176309199135,0.13059920900905728,0.14312914118413325,0.05115233284908684,0.0803886605317799,0.12997260301118735,0.06950040878187769,-0.15049118557553554
PPB,0.10334574868455565,0.16905780351874197,0.007075662048433844,-0.01794733463155072,-0.12399678507949054,0.1715882234573421,-0.004223020253933951,-0.0807951327396367,0.021106013058239392,-0.12133219304178891,-0.08153181452255467,-0.0518575735109599,0.11206191752681252,-0.009692720531495738,-0.006587571218185852,0.20971545833146588,-0.10005926936408464,-0.06615644383682773,0.03888421570430575,0.09845513340012974,0.11835505684302283,-0.05929493994094728,-0.11311483860017271,-0.04996978404555741,0.10030079082081743,0.04528931556570857,0.07391647814583041,-0.14512601153443458,0.15358511897758584,0.007919321449463251,0.08094256858807894,-0.08959967695222062,0.06752086105189145,-0.14984701935701691,-0.09110285934866744,0.03467534464270833,0.07942360698248249
VDss,-0.0721758342455598,-0.18468494649443154,0.13175576637500358,-0.09795370845499259,0.14859072974665277,-0.031614503922017534,-0.07292884372303535,-0.04786200586765438,0.08648350470938904,-0.022217079612786905,0.018131537241466766,0.06938381392654364,-0.06400488894706141,-0.039300208801687164,0.026968834719952567,-0.09313400650481549,0.00952469919220966,-0.05900025911618626,-0.042758889856750415,-0.005275230157780503,0.09744768032621927,-0.09359059677179798,-0.08208905606108552,-0.03318448803344967,0.07920955573139983,0.06567922461569509,-0.1888306097977808,0.00021569167799894567,-0.19970017760563205,-0.08348366669594126,-0.010597666940556728,-0.07712411571293024,0.050642375544857975,-0.12269799892871376,-0.1652570399581733,-0.20073607547375835,-0.15528932617191982
Fu,-0.07617014943812069,-0.17244815826129506,0.009046137192791431,-0.020195100715241908,0.1988276665689598,-0.17482115375153218,0.026640465223057436,0.0672168332028647,0.09331070672616298,0.018556684651342303,0.07987992537931028,0.0688863508734896,-0.0858055589250391,0.09465045335556761,0.03822436848266479,-0.19912099607138609,0.1390803909036905,0.03055510793861624,-0.06337440919527274,-0.11907386818044136,-0.08648381627444747,-0.006447562104899319,0.042465485100645135,0.023897477429518615,-0.13211592168028682,0.008713289174547834,-0.13003272599757923,0.14547941335821013,-0.09670420163163251,-0.08411590207784772,-0.14719525181205123,0.046393704556823706,0.06147747743062314,0.17102981909079004,0.09246767597282415,0.006340070478925954,0.0043529452500898624
CYP1A2-inh,-0.17173285874985728,0.0870165291387036,-0.0713468732608619,0.019241141271086098,0.10355572551851326,0.16560573046863558,0.06913387757779449,-0.03386175652372436,-0.05458390918733336,-0.06590516253025047,0.02336313221357167,-0.025910188662695247,0.003541780103979833,-0.12521938643387023,0.045647580323381926,-0.01989701758394441,-0.10426375008628085,0.06655711458811879,-0.04417977313210632,-0.06592884687030068,0.003151721931041563,-0.05007390910947265,0.13424380282653664,-0.05517989246074155,-0.055328856889908413,0.03712358774771202,-0.08536285257127013,0.07922419008333106,0.02441946952882733,-0.012863518005976488,-0.02583968785669935,-0.20460426374453042,0.03721429624507362,0.041454476298597775,0.1218374545021197,0.06762555830490552,-0.09204630051158344
CYP1A2-sub,-0.15357575658227587,-0.0030350159642190916,-0.07163455377858093,-0.1603921058036832,-0.007818167119259012,0.00843345765851744,-0.05658688835366271,-0.14057836097978138,0.003596074943720967,-0.2135315649441497,-0.033101096814283845,-0.041003420002251684,-0.032240107102726207,0.053496422599541765,-0.07228113769331815,0.10843570083439324,-0.0921210315492583,0.06473817375653028,0.12818558518924206,-0.08167396959702426,0.07813451913013572,-0.018683863494237327,0.12747403824910772,-0.1579357757755197,-0.01809354904999785,-0.185807659734343,0.04194376640203118,-0.03365590323255507,-0.13281842880493913,-0.08290938966250277,-0.008309236632250583,0.10531014921196885,-0.05715129542464763,0.011560174006306621,-0.10195839052487052,0.007032146322359781,-0.14165632324396998
CYP2C19-inh,0.08225646670794781,0.18893279143478164,0.168490241379196,0.016771334490609337,-0.021726554809111936,0.1995206232625898,0.02201907064809369,0.0018949155624022884,-0.04905825176369338,-0.024748605391694878,-0.03265395134692384,0.006911753147629124,0.05285928276747806,-0.09918356749408394,-0.0403321483141619,-0.04170335142810551,0.026493451158491655,0.07792488255000525,0.043088752067717326,-0.09877287616469371,0.03516496463888748,-0.1697380628674376,0.06465943811157016,0.0427502488364537,-0.05136791663824369,-0.01595867101062301,-0.0579763651381017,0.07117658233040561,-0.02196498231657494,0.05517621400217661,-0.06561032579913606,0.004106242424608608,-0.029479064125779053,0.028191125932312204,0.07113870466180501,-0.097108235843748,0.038790044555687055
CYP2C19-sub,-0.08126552945064629,-0.10568217824596236,0.12191059577142475,-0.15538776095055443,-0.1460491626419386,-0.15147304515192325,-0.15312699400601248,0.09985224915936375,-0.05525039898099665,0.014898073329072212,-0.11909044392475981,-0.0077546184833186885,0.01956157395024577,-0.0552432612367445,-0.09569290061847807,0.011368210353511737,0.08132525892455496,0.04406617701204474,0.12870780432008458,0.12629640169823564,-0.24166975092368795,-0.061777673821724374,0.07482746048087166,0.020585094193867837,0.028206191306019795,-0.005352254308375847,-0.041718406557673254,-0.148357886039093,-0.060152075122889274,0.14123965649367357,-0.17693395915243434,-0.04514606767918569,-0.027983327016931098,0.026631896378713583,-0.10477140077573073,0.05100281369522553,0.0033338953201030794
CYP2C9-inh,0.13150459542864523,0.1716507209007337,0.07152305426625052,-0.011062195454007311,-0.08844376609500725,0.10720895312153175,0.06942104315032982,0.024536842611284082,-0.17424894581063466,0.017475503289132097,-0.0005871243936288869,-0.021326675083145938,-0.015043608989412052,-0.04534539881223201,-0.0007647611900880313,0.07771218702569324,-0.002782879644713132,0.047561297907836975,0.05723327790925871,-0.12937154104071563,-0.03023699329576226,-0.1442001101414294,-0.06864436690123328,-0.05880513647756444,-0.0409898138579608,0.0604739580661528,-0.012290418747321202,0.030141852261018776,0.026042492912825524,0.08265471963427404,-0.21863896144705625,-0.08902360841153537,0.0020632487144543812,0.0851368127232624,0.1268009081324298,0.07281137591450682,0.06330037157193413
CYP2C9-sub,0.10932908050613727,0.14384373673875916,0.15689531018095826,0.1088806113854696,-0.02715175062315537,-0.016607043491420462,-0.02339844940547639,0.15664825886531514,-0.09434757311014047,-0.009370700918422237,-0.14337753893544286,-0.08686570647732442,0.16087659306084434,0.01425373149520305,-0.013153227877507861,-0.006947851605997091,0.05472618547147778,-0.03294784443150199,-0.005764676924097654,0.004946919974947395,-0.0483062034608029,0.10791158986050756,-0.049808755782164524,0.0186175916943878,-0.021911684459246274,-0.011486409747566637,0.06316131685275275,0.026693038770972972,0.008481784299525074,0.08361921746957324,-0.04216860281456383,-0.118285192162318,-0.108820257079132,0.12477072387154052,-0.10629829722755307,-0.1425273015233622,-0.004349817802183448
CYP2D6-inh,0.013944202841387275,-0.01510152978192069,0.02185724277451938,-0.09143332584692056,0.07882175421123831,0.3718609963539853,0.029954659814704875,0.03709720286280578,0.17064039300542477,0.06291717685812898,0.011892390054081048,0.1104725627679138,-0.0700644358137084,-0.15509471384745732,0.04329960413158973,-0.022291615017359823,0.14547645704305612,0.1564288775788348,0.28059670483406624,-0.03763946335268504,-0.08857808719182127,0.1564992855453408,0.05285450006642588,0.024056822428837554,0.16027243171732258,0.026699094578058864,0.04213286017721324,0.036580525974877945,0.3364520764503274,0.16963192251940823,0.07435111970690139,0.3670091456608632,0.22547622224229746,-0.03053837138836741,-0.030741745488324618,0.0026397696669395038,-0.05086131308473803
CYP2D6-sub,-0.018891824790203227,0.039196251217324736,0.2544096300869014,-0.06864602460703716,-0.00827280155723901,0.005157801986883835,0.014644211878430376,-0.1126354413694792,0.1465388468915457,-0.06358009063208789,-0.2069154671174098,-0.12766666499247104,0.13817897244344113,-4.1812195070600744e-05,0.0843980432409,0.17011146663468518,0.2795860980749751,0.0785690419630106,0.019892414380281574,0.18396263534961138,-0.14202153873182766,0.19159021543871646,0.04363967207048494,0.007549166502332942,-0.06134042499362321,0.024889504641830595,0.023980462583488828,-0.009280476400057414,-0.040333987229890664,-0.08282633607302256,0.13762124842618859,-0.10869758794284318,-0.11298969942831658,0.110029947708936,0.07557875872137795,0.042925867212174694,-0.1576275388733117
CYP3A4-inh,0.1373406876731016,0.1379963140426662,0.1223096623588981,-0.04123865532163101,-0.0068997082994313895,0.1634941348352085,0.05817375402602781,-0.013241624309076404,-0.11837482562099352,0.05558747511233552,0.058492962035626136,0.02344339208770685,-0.02562606944753669,-0.06202018846443624,-0.015923261650972506,-0.03925920061742147,0.022355222657988665,0.05470049310722691,0.05854901274082169,-0.05087808030809381,0.044720721628894664,-0.19978231580604502,0.12761077216392452,-0.031006946966094073,-0.05029436620791763,0.14724787694117147,-0.08748446173308355,0.045563610404355,-0.1526796332420623,0.03947309120046527,-0.15166815527779431,0.007885398921719224,-0.006070558362125791,-0.04244152118986268,0.08612903274078745,-0.0718582340261719,-0.11638505184873173
CYP3A4-sub,0.050043187361136054,-0.05698351629483121,0.27322824144236735,-0.090160542788412,-0.09741578649846486,-0.18401457732647783,-0.08215170522190318,0.02113634081329588,-0.11692249664722082,0.012652247731559513,0.013953417542663632,0.06578985541126492,-0.1155808169017647,0.0062509827902816895,0.015025095949850437,-0.00926323300584686,0.04907720802260898,0.1068684637808012,-0.08446249475057903,0.0002586956065463164,-0.01593466520280415,-0.025400752299798497,0.13973345174899543,-0.013408282338232408,-0.06948187633514061,0.015808780676445908,0.01246883118788747,-0.18229964260543063,0.054922505793330856,0.06928841815808873,-0.006991803486247977,0.07217903428722158,0.02882131857382321,0.12158712482873363,-0.11304667984579249,0.22208792206722738,0.20200575503745982
CL,-0.018456913217836952,-0.04319242619843295,0.14690883646400063,-0.03589136081978002,0.14112719239352375,-0.04979522409270326,-0.22377881177895861,-0.0959099570862157,-0.1474787199553942,0.12708109891720235,-0.1634932820513026,-0.07892780043039005,0.029719092591161997,0.08915153470918666,-0.0020235257343799787,0.01944223827583591,-0.009744012784694306,0.286188124565639,0.15399584679697673,0.04110043835913932,0.3613918940057961,-0.19448672202619705,-0.06194409178135549,-0.25162685024071696,0.02056841119663401,-0.03267436563529677,0.13050964067845194,-0.08719454658439316,0.06687889576883466,-0.11728095901883376,-0.12824418704482066,0.09579629895439155,0.0784575252646208,0.14949275916422788,-0.12241514467329344,0.038588338334578406,-0.02660094282539345
T12,0.019765658571269364,0.0166870432004224,-0.09538981733230302,0.31210663864141985,0.07009612113985395,-0.06548904450139324,-0.011554764929708238,0.14139216165770352,-0.10585536947020867,0.1435902510110749,0.014674929065990334,-0.015566847904615308,-0.09380529825013244,0.15786264090096136,0.01410713738861627,0.0013834807102813818,0.08460314398620589,-0.10083380807342723,0.06352785192860212,-0.0942296660931689,0.08383285762241906,-0.12867482688852916,-0.06188937018737479,-0.10167793887447467,0.1526322880066231,0.07921440978685307,0.009622678041370014,-0.08808886006130982,0.16988099505225734,-0.11260822601546897,0.07198176904402769,0.1591821079823396,-0.18237487666049434,-0.0285895781160051,-0.08735034776874387,0.02663029867987602,-0.11990019769343885
hERG,-0.05968737204208542,-0.1287156609502235,0.2000987829730907,-0.14172915071422995,0.06269490023581739,0.13862945114618605,0.030883699670008924,-0.14832912753895577,0.014986488973384492,-0.01886673365664574,0.019814254860119934,0.10671530021894769,-0.07949048914591231,0.004158842465035728,0.20732960738252204,-0.06828164449221197,-0.03951403801531983,0.0014064159321586778,-0.02375582979097356,0.07666060859915255,0.10872229646132597,0.019026642816330985,-0.08073420321626788,-0.0699438159894964,0.10713783809122249,-0.004617366880094842,-0.14099340847026987,0.05163135985825398,0.05979292349545613,-0.04343468197436129,0.03111293612124852,-0.09434539410999507,-0.04144663097195353,-0.18905807105125075,-0.14433974093523005,-0.14107959021768915,-0.1900208293366861
H-HT,0.011432505807199594,0.048447844946778826,0.24514705641417844,0.00011077072568233939,0.021251028047668808,-0.050710411271289446,0.15274710181179924,-0.05048767170777447,0.033941359840712886,0.08970036119530254,0.13181009452053974,0.12260509908571393,-0.21932167009773787,-0.04571348164515854,-0.19647712188235966,0.18946676043414773,0.07005048278872064,-0.0042790038220745785,0.13631829260312422,0.09703720951711534,-0.07740409502016377,-0.040515326572039156,-0.19252163160310892,0.12554975549148784,0.07663022956839774,-0.19787656117956925,0.09548565967372205,0.11223080702150462,0.026900425619856963,-0.09187752151839859,0.06278237603477585,-0.15205381821289007,0.07222508870981378,0.14963999910861686,0.2501543663755271,0.045300071186101215,-0.04160698060176064
DILI,0.15748535533470295,0.045988648264202875,0.1184346151503179,0.0559934965093954,-0.09660170919751573,-0.06835367171833047,-0.01122024338700984,-0.010128449986738203,-0.16117985243793453,-0.0875254265346998,-0.04331097277855313,0.08562704086659112,-0.10787130693881467,-0.07442510081764939,-0.022884606923975315,0.10082389885277662,-0.07333185055918948,-0.09900982352152876,-0.15996025671460223,0.03106367674286592,0.22346779819396487,-0.030046669351425914,-0.06743532020641263,0.025449244922244388,-0.015608918069598333,-0.12089523105041933,-0.0962546850224715,-0.10847666401835673,-0.03555751100942431,0.004837240601321194,0.018318063023382153,0.10905653006510581,0.07478029814781396,0.12661865816722584,-0.023585983640351863,-0.05581217032826813,-0.005780035953998189
Ames,-0.12049669579666111,0.05724480268535841,0.08284123095539632,-0.13034043540487036,0.0031582077737564405,0.12848039457981317,-0.1713417229053389,0.046113040203352725,-0.03519851595533062,0.14324474532790155,-0.03213959821468279,-0.09339168180086878,-0.2023217512147623,-0.010498412824025194,0.09735829167798507,-0.001356760246287142,0.18310944208924967,-0.1640040530827376,-0.014681317549361542,0.04693846735921852,0.06251821784029826,0.02714653610407114,-0.08439552147559615,-0.007978027691085743,0.04251674162688779,-0.10011862167185195,-0.23984261480786312,-0.1513533903825799,-0.012910925683835388,-0.2690797757704292,0.05036056629882747,-0.013001398730800945,-0.09766233335342747,0.04366836521728781,0.3144192093367887,-0.1718254138693269,0.08498135986536792
ROA,0.019899977912558174,0.1704643667720165,-0.09858094982868168,-0.0878704542392162,0.009475088182950663,0.11782909365484774,0.15606859034908063,0.051992480227612374,0.05461264665749277,0.1822084039057455,-0.026756576493707232,0.14705281872145545,-0.05700055814174597,-0.022410741872038963,-0.1533448110816248,-0.17039788164729042,-0.08660615012872364,0.07746015281850488,0.03799070860446189,-0.004892403952981586,-0.04635864704417293,0.023049530982101468,0.05303268803350297,0.04807178428900391,0.14336254247994634,-0.16442981637326284,0.1668116012966412,-0.10592281693385869,-0.07819553121244106,-0.20866029533885383,0.007163286522869447,-0.10584933743257058,-0.029968390103362424,0.24633385754742793,-0.2325146629061699,0.13098947887362475,-0.20538441914662126
FDAMDD,-0.04914101460188807,0.05358587157173468,0.09265771399724064,-0.06563799121961636,0.15001652993703457,-0.019601733638171755,-0.09767729439252877,0.11424444956174282,0.07018869793083199,-0.14748153855335464,0.10930938299848421,-0.2697072953231505,0.13306744491089476,-0.11674742544348186,-0.15712568361002607,0.035332742385192115,0.10083894067066579,-0.360047731492131,0.1373880975258153,-0.2308682054275491,0.058033409509196575,-0.22150850721371002,-0.09889025318706121,0.08227701835870356,-0.19689969572694083,-0.017503536296009092,0.07974642680635494,-0.014063028329104485,-0.1209819184343488,0.02448484321096539,0.12596063275409525,-0.0047365268363109,0.3005344480872595,0.09457630600372621,-0.20375898943188575,0.07043701266350086,0.0031841850604466815
SkinSen,-0.0026208119685290684,-0.052142413008626425,-0.07535311815875181,-0.058444088913639544,0.02098912077473915,-0.0051798444121062244,-0.09885040723322307,0.26716436418368555,0.17359448402273156,0.13174134371129848,0.004322774759571663,0.03141186330224856,0.3649735739283336,0.08898648695512687,0.1892800040748337,-0.043173373040662176,-0.11259114139370521,-0.1727111456671286,-0.2585472075927629,0.01654180738275117,0.20121577166823962,0.01446454234899075,0.04975427932392651,-0.10158407758321375,0.25339271575896993,-0.0059013608804260875,-0.0028181544194098573,0.08869524339352636,0.11895661110438893,0.1845580573982443,0.07725500567435255,-0.1412232663207371,0.05427784718158804,0.22099476369673754,0.19237940673150045,0.07041290760224017,-0.1336647662377451
Carcinogenicity,-0.07894961158457217,0.08117526712473279,-0.17438898494400185,-0.07113536596844279,-0.14182498777897726,0.056792611920011775,-0.10717405295300289,-0.06932350871392175,-0.16912482887318794,0.02773251601531741,-0.0768690629444352,0.049053711361371544,-0.04561863779303979,0.18287272257900272,-0.12125340969128784,0.03106913513479751,0.07301528610265806,-0.12732083431532226,-0.09525288442285024,0.16434157794772075,-0.028229291562678366,0.18877683138003995,-0.020780103056199914,-0.14663630631369695,-0.031950572966046864,-0.25375487443060246,-0.1459122878623,-0.06610892063913001,-0.09898299246267214,0.07417134281055335,-0.06923950461070977,0.011637243609629075,0.23878798172239274,0.15289277759200517,0.13866000407052026,0.11922538729150972,-0.08834177224279878
EI,-0.11374149501075685,0.12287890819069806,-0.13762269169686525,-0.0006687619141794748,-0.14266573806096786,-0.03814205650372892,-0.08292980797114925,0.004296042969007021,-0.04464552512551107,0.019932292099112632,-0.046397840340469475,-0.030254384433068344,0.056524496547645006,-0.00952752907091923,0.14394216763241505,0.023040915594283395,0.20394730144825135,-0.043533504998223546,-0.06512449314181484,-0.03913311524386294,-0.15260106332069456,0.030923216450237892,0.05235781851897104,-0.1751091107161323,0.0013212617534336252,0.26002619148367556,-0.009927606090202157,-0.1111567921517292,-0.016029915539917172,-0.15673857766276195,-0.16693236251504173,0.2076777520635748,0.15472767447558078,0.06668734279884947,0.07436903680749855,0.13365162902325342,-0.12166795984696344
Respiratory,-0.06632267215680693,-0.06662957593274876,0.07553757062106871,-0.13816583372156216,-0.15527191193419337,0.00567619205632151,-0.11648912761053556,0.1355859890846977,0.1060868641945701,-0.1415954870562789,0.16195679372456048,-0.08766156696756139,-0.1868601515199396,-0.04842643835822163,-0.22016200914208836,0.11583435515214752,-0.09035878333640315,-0.02407002947366358,-0.06882842181193863,0.026132038887759675,0.24369872423057767,0.030946045747256262,0.2752722566915182,-0.10643071136753982,0.04697686046796758,-0.026646399719520777,0.01252876862088604,0.15193542264518947,-0.0069260901647081735,0.12569212884250575,-0.010171692922227464,-0.13292845047889162,-0.27572416133519806,-0.06022801195217983,-0.010074673276265905,0.23559580662246915,-0.09138218615911614
BCF,-0.11361724588706616,0.14983247442132439,-0.010116207895788003,-0.051068230072490464,-0.01618035424084042,0.01094688339720537,0.04951955489800364,-0.19832579691676616,0.0021151384156345215,-0.024126389842076875,-0.16195804341743097,0.06976482933580169,-0.04151271105426865,-0.054442179792666565,0.13637307586960273,-0.12107023143050216,-0.01514034556824664,-0.0890290161051069,-0.03408787238860801,-0.04625936459804886,-0.008581963111063219,-0.0676419814277801,-0.0707464956659597,0.0775457423501423,-0.08927378396661757,0.24154987211410875,-0.24805908102801294,-0.24154168022128994,0.04967230310446866,0.29297392890929963,-0.09237329714917322,-0.18121506066471868,-0.011358434309297609,-0.14310437638948764,-0.0019640519025449776,0.10048090759472535,-0.058881218291320286
IGC50,0.07769610780751827,0.21055758040426156,0.041799241877184326,-0.12116090040288763,0.03865457848812968,0.0010385775726015638,0.02027121005830903,0.15044633177258318,-0.0108368125589614,0.12664287224577978,0.03142761410634229,-0.1466031068012964,-0.04327838657543224,0.05059803853153343,0.11129797420651019,-0.025651649990461593,-0.017087198568827993,-0.0026034360025126158,-0.038242019483806705,-0.1048924849390396,0.04296899263316424,0.0414994910899337,0.02187382358964735,0.02015565491054113,0.027478715539458548,-0.05326697692735535,-0.14206924701358822,0.0659496326229603,-0.09012156014372821,-0.01746498195883813,0.04253727207440641,0.09842221929829598,-0.08845675463575144,0.04148634727707601,-0.07196677188750769,0.000211577468365913,-0.10573466669674211
LC50,-0.021739751126202033,0.1697784066996748,0.17354175536731936,-0.15427087537573358,-0.03451385269443949,-0.005998014747041698,-0.07646293788459624,0.06866083285356159,-0.10445649219710368,0.018997556522561958,0.07767311370409472,-0.17097895676857008,-0.13206503945375703,-0.05340586124873117,0.09738291526449538,-0.0016669488956985818,-0.04456674177945061,-0.11715867328506059,-0.041126157915601286,-0.0359059078333184,0.011324706722826434,0.05099765209469584,0.11498497297603229,-0.05683574983260441,0.08047555030737202,0.06236736046275528,-0.171328715274654,-0.011420821766198547,0.18428519592115425,-0.04808437989264672,0.049358487618055474,0.08597097480473198,-0.22712460632518613,0.07124935663870996,-0.05746939903111023,0.006600713196541957,0.05484046588955265
LC50DM,0.10666731826724991,0.1477266230461359,0.029605360857877027,-0.05037833953686698,0.006081271459080877,-0.10189742528018247,-0.0453068848117564,-0.033379001983605126,0.031198644046532095,0.18140942261250784,0.10877091025883075,-0.25658699921080325,-0.048500495418264206,-0.020393380307457323,0.08570434142080045,-0.11066963517221706,-0.027515993850921752,0.07686213364897108,-0.014991887711737428,-0.059156841378820504,-0.1105997487636517,0.2811673383704737,-0.0035118186699361065,-0.02545658219796611,-0.13749729919550294,-0.019124185223281416,-0.11388231614598951,0.02189052875765926,-0.10313800762785533,-0.13536711182615202,0.11620649168907678,0.09478317226052882,-0.07950689820102735,-0.11042133801211229,-0.10811632275148084,0.04486279698989169,0.03788463497724011
NR-AR,-0.07719874798657489,-0.000673218991451619,-0.11594691469951895,0.07475220859317391,-0.19902004489964167,-0.022388291936623898,0.00989877396807124,-0.05587329505035611,0.1062148746094155,0.055304969166128246,0.02246141454058038,-0.05508704748794541,-0.007258822394014893,-0.06230607528349234,-0.09654320217437834,0.02759551948595338,0.4148318342800716,-0.13303455588524388,-0.056164715697211626,0.06652156510204896,0.3247450814040134,0.10384039503239575,-0.08507763807200538,0.34579576694982866,-0.024656549562826147,-0.0013199138704649283,0.06186323979382994,0.09387225393532478,0.22287950930517048,-0.1111151504851689,-0.2989702004333389,-0.015255006979965138,-0.12603574277264226,-0.1573575914757352,-0.13571516376684195,0.12580071947532284,-0.12965013123804187
NR-AR-LBD,-0.15236994581294178,0.09206438530546018,-0.14562365455971735,-0.08943921978404537,-0.030161853177944484,0.03017886492544996,0.024843865385388606,-0.1352681194508932,-0.030188442296492923,-0.007125887372910836,-0.0272631420560545,-0.0571646667369571,-0.06857467828499408,0.045689109572616925,0.009750794841365188,-0.013416764685082138,0.13906742289589763,0.020492064420233342,-0.05773138775047407,0.013797551630720876,0.1198556304583685,-0.017356274951317106,-0.10363497939429496,0.09872633744483528,-0.06520492292187284,0.0682140554107982,0.036689669347548914,0.010511104599856255,-0.09145652287790595,0.12621805053785182,0.2194088288688886,0.05108459794680144,-0.14167913466351326,0.22187233654834415,-0.1768779396059405,-0.23042177046288786,0.03428390471811331
NR-AhR,-0.010422072928050488,0.1917509182068323,-0.04346446596512663,0.03389172904222947,0.1327882841269011,-0.16911567635570335,-0.11181785477449405,-0.14881499911244483,0.10961061609812124,-0.17059994930594338,0.04858933357275207,-0.01557816079603938,-0.0388438164604099,-0.06869575110192766,0.02729593338169225,0.03751678162196242,0.041995150140717266,-0.01883472297228621,-0.0008497133004467111,0.15148414930830667,0.030377243077539022,-0.06275193188385325,0.22004872264124783,-0.011187732143027693,0.10971754437783102,0.052568774438787436,-0.06450484585816273,0.00337033342079493,0.05264440400764957,-0.04479668779403081,-0.09230850942379151,-0.00377772006564292,0.16053416402683687,-0.12102746403717535,0.04021904703117703,0.0872592241857703,-0.14456021642985128
