,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37
H-HT,0.01307021890316524,0.2347193679987121,6.009707926853633,1.2270153668192087e-06,0.04516061930828074,0.2571545811303322,2.333167711190414,0.25490049944720117,0.11520159078367577,0.804615479856773,1.7373901017513609,1.5032010321817717,4.8101994974461,0.2089722404122244,3.86032594231756,3.589765330941071,0.49070701389328386,0.0018309873709328854,1.858267689823099,0.9416220030868538,0.5991393925890532,0.16414916872389823,3.7064578635123158,1.5762741103972369,0.5872192083705338,3.9155133464251777,0.9117511203325863,1.2595754044698217,0.07236328985294559,0.8441478960363785,0.39416267405719935,2.3120363633118624,0.5216463439140466,2.239212933322686,6.257720701674148,0.2052096449465838,0.17311408347952853
DILI,2.480163714489764,0.21149557691685686,1.40267580658039,0.3135271651347675,0.9331890219881419,0.4672224437377294,0.012589386166373794,0.010258549913385715,2.5978944831914355,0.7660700290081124,0.18758403630245687,0.7331990127568859,1.1636218860687972,0.5539095631717268,0.05237052340648587,1.0165458579874924,0.537756030643529,0.9802945153764273,2.5587283728201444,0.09649520127852688,4.993785682965854,0.09028023391139174,0.4547522411341399,0.06476640671123814,0.02436383233034333,1.461565689073426,0.9264964388775193,1.1767186636551459,0.12643365891853292,0.0023398896635070197,0.033555143292860024,1.1893326749841329,0.5592092991075943,1.6032284596068789,0.055629862428294596,0.31149983567516143,0.0033408815629511735
Ames,1.451945369791308,0.32769674344856153,0.6862669546205308,1.6988629101531192,0.0009974276342215635,1.6507211791384497,2.9357986008169905,0.2126412476796026,0.12389355254576644,2.0519057064055346,0.10329537734012405,0.8722006229594718,4.0934091014608205,0.01102166718236565,0.9478636958455614,0.00018407983659051447,3.3529067782236224,2.689732942756542,0.021554108498519114,0.2203219718032422,0.39085275619269827,0.0736934422449638,0.7122604045137805,0.006364892583973087,0.18076733185675325,1.0023738405471416,5.752447987787296,2.290784878030164,0.016669200201352007,7.240392572866436,0.25361866379385956,0.016903636895727242,0.9537931356035984,0.19069261207504323,9.885943919997137,2.9523972851365485,0.7221831524567162
ROA,0.0396009120920303,2.9058100338984545,0.9718203669125045,0.772121672820619,0.00897772960746915,1.388369531152289,2.435740489354912,0.27032180002186645,0.2982541174936157,3.3199902453879258,0.0715914385663606,2.162453149392522,0.3249063628470565,0.050224135125515976,2.351463108565919,2.903543806988397,0.7500625240119005,0.6000075274666131,0.14432939402691342,0.002393561643914984,0.21491241557662008,0.05312808784948556,0.28124660000588464,0.23108964447285216,2.055281858631442,2.703716451254491,2.7826110327149567,1.1219643147203746,0.6114541101595837,4.353911885089765,0.0051312673808723,1.120408223491419,0.08981044053873101,6.068036937419652,5.406306846636984,1.715824357558379,4.218275962819497
FDAMDD,0.24148393161029758,0.2871445632102441,0.8585451963194437,0.43083458913464356,2.250495925434924,0.03842279616218344,0.9540853839844723,1.3051794255665605,0.492645331722558,2.1750804214064603,1.19485412115093,7.274202515052906,1.770694489511402,1.362996134768134,2.4688480449918004,0.12484026844583505,1.016849195558204,12.963436895262967,1.8875489341762932,5.330012827733699,0.3367876619262103,4.906601876804623,0.9779282175401062,0.6769507749998438,3.8769490177361874,0.03063737828657074,0.635949258838132,0.01977687657851954,1.4636624588055407,0.059950754706555726,1.5866081003812038,0.002243468647109335,9.032095448711358,0.8944677657310461,4.151772577430335,0.49613727529581814,0.001013903449917183
SkinSen,0.0006868655374385207,0.27188312343621723,0.5678092416246807,0.3415711528945406,0.04405431908965877,0.00268307881336281,0.9771403010174031,7.1376797489673,3.013504488311841,1.735578164285846,0.0018686381621989836,0.0986705156119149,13.320570966602086,0.7918594860614954,3.582691994256905,0.18639401397081742,1.26767651203373,2.9829139837652128,6.684665855401521,0.027363139148804103,4.048778676804508,0.020922298536574686,0.24754883110432988,1.0319324818432385,6.420786839970612,0.003482606024102333,0.0007941994331639304,0.7866846200636886,1.415067532544081,3.406167655061359,0.596833590174424,1.994401095029784,0.2946084694667822,4.883868558137687,3.700983613436409,0.49579775570016127,1.786626973339103
Carcinogenicity,0.6233041169354809,0.6589423992771719,3.0411518069799275,0.5060240291464291,2.01143271585071,0.32254007686970665,1.1486277626373058,0.4805748860409187,2.860320774138511,0.07690924445398357,0.5908852837955536,0.24062665983247494,0.20810601140925597,3.344243266345685,1.4702389361763288,0.09652911580243086,0.5331232004653003,1.6210594850749747,0.9073111990872863,2.7008154242346767,0.0796892902130703,3.5636692065888043,0.04318126830262886,2.1502206329324345,0.10208391128586845,6.439153629729076,2.129039574921069,0.43703893880707934,0.9797632796865398,0.5501388094320616,0.4794108998736495,0.013542543882985278,5.701970021505372,2.3376201439798363,1.9226596728836702,1.4214692974810492,0.7804268722998527
EI,1.2937127687282022,1.5099226078137993,1.8940005269890408,4.472424978569954e-05,2.035351281648074,0.14548164743336509,0.6877353050131684,0.001845598519155467,0.1993222913732641,0.03972962683243474,0.2152759588259695,0.09153277774238874,0.3195018709964735,0.009077381019721093,2.0719347622718267,0.053088379142289144,4.159450176802385,0.1895166057430355,0.4241199606978287,0.15314007086894577,2.3287084526606603,0.09562453156282635,0.2741341160065504,3.066320065579466,0.00017457326210864972,6.761362025750506,0.00985573626822189,1.2355832441462733,0.025695819221687774,2.4566981727745625,2.7866413654853286,4.3130048702179655,2.3940653248621273,0.44472016895712607,0.5530753635675077,1.7862757940569358,1.4803092453322297
Respiratory,0.43986968420192907,0.44395003889779305,0.5705924575332937,1.908979760797437,2.410936663569996,0.0032219156260247443,1.3569716851463627,1.8383560436075777,1.1254422754637161,2.004928195470482,2.6230003033539817,0.7684550323208243,3.4916716226054807,0.2345119932062636,4.847131026948097,1.3417597833513837,0.8164709726035037,0.05793663188630335,0.47373516491221485,0.06828834564313838,5.938906819161107,0.09576577473912776,7.5774815304041025,1.1327496322200563,0.22068254194268946,0.07100306180124763,0.015697004315569855,2.3084372654372367,0.004797072496966723,1.5798511252961045,0.01034633369040922,1.7669972946719146,7.602381314399826,0.36274134237119177,0.010149904162350643,5.55053840980919,0.8350703947219352
BCF,1.2908878562962047,2.2449770391216815,0.010233766219080344,0.260796412273682,0.02618038633590832,0.011983425611201068,0.2452186317296394,3.9333121722670397,0.00044738105172929143,0.058208268681186955,2.6230407827602438,0.4867131412253532,0.17233051790752,0.29639509405770276,1.8597615822136415,1.4658000938635345,0.02292300639259253,0.7926165708643386,0.11619830439820243,0.21399288130152155,0.0073650090839649796,0.45754376514761497,0.500506664901365,0.6013342156634649,0.7969808503718303,5.834634071834224,6.153330768046224,5.834238328412392,0.24673376957022033,8.583372302055125,0.8532826026209447,3.2838898211717678,0.012901402995862895,2.047886254182415,0.0003857499875890548,1.0096412791059737,0.34669978674701085
IGC50,0.60366851684375,4.433449466569705,0.17471766215073584,1.467996378643846,0.14941764380949812,0.00010786433743109574,0.04109219572280887,2.2634098743826185,0.011743650643806353,1.6038417090660881,0.09876949284171642,2.14924709237923,0.18730187445725546,0.25601615032385383,1.2387239062473,0.06580071472331478,0.0291972354930557,0.0006777879019178871,0.14624520541998515,1.1002433396686648,0.18463343279089203,0.17222077607234867,0.04784641584310124,0.04062504248728205,0.07550798076984805,0.2837370830979405,2.018367094700793,0.4349354043103432,0.812189560273961,0.030502559482254103,0.18094195155320741,0.9686933251601866,0.7824597440689526,0.17211170103941523,0.517921625590857,4.476502512012894e-06,1.1179819741471138
LC50,0.047261677902920234,2.8824707381480166,3.011674085597049,2.3799502989195127,0.11912060278134709,0.003597618090572971,0.5846580869943617,0.4714309968144725,1.0911158762123583,0.0360907153827936,0.6033112592489221,2.923380365766853,1.744117464592241,0.2852186015718722,0.9483432185411885,0.000277871862087072,0.19861944728362252,1.3726154725915574,0.1691360864898974,0.12892342173347554,0.012824898235803007,0.26007605191716354,1.3221544010298862,0.32303024590343893,0.6476314197274364,0.38896876510912476,2.935352867766343,0.013043516981527456,3.396103343569816,0.23121075896603646,0.24362602999417332,0.7391008508875861,5.158558679837073,0.5076470821430085,0.33027318249969745,0.004356941470300316,0.3007476698983186
LC50DM,1.137791678632678,2.1823155156615117,0.08764773915251164,0.2537977094491856,0.0036981862559031745,1.038308527873038,0.20527138113457608,0.11141577734215156,0.09733553903422126,3.2909378612603435,1.1831110918534604,6.583688816400469,0.2352298055817069,0.041588996036458756,0.7345234138373129,1.2247768149151617,0.07571299176039625,0.5907787589072294,0.022475669716134367,0.3499531881918929,1.2232304426582858,7.905507216633646,0.0012332870370511794,0.06480375772018046,1.8905507286057648,0.03657344604543749,1.2969181930775093,0.04791952492899074,1.063744861744353,1.832425496415392,1.3503948710683458,0.8983849743769081,0.6321346861548521,1.2192871888385157,1.1689139245302378,0.20126705537562356,0.14352455673587236
