PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37
1.038783583421236,-3.9436151932329087,6.046789805267053,-0.6525731467699974,-3.966235034563804,2.6213466339586775,0.7584129326827221,-1.7566127333201378,-0.9864465819737674,0.34475972762768575,0.10113741128103744,-2.8228206338479866,0.5491082552128741,0.6007921251497517,0.06045254386557793,-0.37689380910503417,-0.7941808749449663,0.06095623549805349,-0.2383056353724693,-1.869678012007146,-0.04509308246884043,1.1908538751585074,-0.5879458601753383,-0.060852337386646235,-0.9116270052090638,0.14497551271655307,-1.217915375642728,-0.9490995399696487,-0.18868523249600133,-1.3044629402465109,1.1381115238948836,-0.7055329036849839,0.7839491785712844,-0.21007737549641378,-0.4932968067765558,0.507349672395897,-0.6385105965165304
1.9244663218324625,-1.8392834796412063,4.001428141692124,-2.3686036285560546,-3.365269355113438,2.4623103618780116,-2.0113552900527303,-0.9297157979899788,-2.3026823889317187,-1.9172013177160687,2.2747928370298003,-0.6933759344303593,-0.07052950442982264,2.7715254978603654,3.0883218392277456,0.35210388159845635,1.1155378448581474,-0.5385289543572269,0.33860562486834966,0.09616220701600765,-0.3200977265049912,-0.14075423140274348,-0.9972989480476259,0.07892077811719966,-0.3262782959357683,-1.678235682855616,0.37703493788740605,0.8294858128783112,-0.08774677070076058,0.11569797012632017,-0.4211373178327818,-0.8060106050990897,-0.2574729813861318,0.09955087972050308,0.06524396679137366,-0.5433490044779379,-0.6428704118285131
-0.7591479771689116,4.289442834689941,0.35805429191738963,-0.8233570570297888,0.8878447695750921,2.625369676891748,0.5602481496462541,-0.49865229911880976,2.0746678036690818,-0.6407151029661327,0.37456274334831985,0.628698389724428,1.2060472563231817,-0.46319493174692883,0.07649921393068138,0.13965441200754755,0.4321104603142263,0.059764964492349186,0.519296072026457,-0.14454674681647514,-1.5395486079641858,0.7748983678756177,0.48369273484146413,0.18493745573638412,-0.04837973302749747,0.2385012894329514,-0.01967584549951002,-0.09097365735359146,0.7009695610419255,0.21425597015716666,0.27110166845747596,0.7517059707850297,-0.45694601554338465,-0.6250783285862067,0.8438476231172619,0.030035573175056764,0.44567741317788284
-3.7430612366535505,0.3955662996022966,-4.827792053112463,-1.5695385340565664,1.090361063105664,-0.3051609857307118,3.596953029236473,5.400634064233802,-2.2608387609766383,-4.127014329465098,-2.5883256029801007,-2.0201611351423816,-4.665731522018155,0.8211387880052797,-1.4590075747203177,1.493531502644218,0.018657658075277927,-1.0976130711711591,0.30382961058926394,1.6717668412029119,0.9437385615151648,1.1812543410306715,-0.9485511692615566,-0.4389491074578358,0.6828858218076017,-0.5599982566728537,0.11776430485995963,-0.26732024970652685,0.9527836249855822,0.6838917566499871,3.1610143079296753,-1.005193248212641,-0.5314967641684654,0.7192606029415122,0.4616252522940339,0.1412947141794515,-0.0750174877589558
-2.774004405675394,2.5284380885756095,-1.1388131642521475,-2.961716455756374,0.28428912749078566,-1.2897059629451684,-0.939660529010231,-1.6998679371147138,-0.9006351223024478,1.440864520084907,-1.176161364615,-0.7655475150210272,0.9909664441648938,1.0941859934718579,-1.6790196747317239,-0.6521542102087323,-0.54594915728046,0.8499775645158674,0.4444768693522799,1.380569595114432,-0.5147016955948583,-0.9903045231512027,-0.38031051732441146,0.6433368253229863,-0.15730660438757055,-1.6766463445063338,0.07724731446219142,0.5781370054502875,0.25175501956770624,-0.36649671344693696,0.24065967965389673,0.10241332299929826,0.16014047530961353,0.5460840237995795,-0.7404942792500095,-0.11242528871146404,0.3706519377383042
3.525454863553659,0.9441131593391229,1.2336214784008452,-3.037937267289429,-2.986199652425697,-1.5764037966509954,-1.4707929576578809,2.2925952424057656,-3.0731736829543914,0.6865183770780667,0.6881158605731544,-0.2591957403472103,0.634844243077328,-1.3198679271605747,0.44666046058706504,0.17644445754456622,0.23881672825935688,-0.08033719203996208,0.7476921510074646,-0.3285178826641441,-1.807937326305003,1.0158813588198152,-0.07217869968164652,1.0602068677328336,0.7999998287882971,-0.30189191782404357,0.7934528359343818,-1.0344446281156503,-0.10764240524697401,-0.4327924595575188,-0.25784801595145573,0.6005920942443652,0.001697556345173965,0.2719444343202439,-0.4453452898557804,-0.43974156730488323,-0.2737861607193
-1.127650474818183,-4.564385892494068,1.530282799240808,-4.644660584471459,1.0016103194182817,-0.3603850752327733,-0.7024875916051927,2.3355922636035795,2.6594177475492535,1.0547179957244035,2.730243436630414,3.386326791513751,0.27460991879059604,1.3943372189697687,-2.466566324124693,-1.2733441507466816,1.4306270858922647,0.4289722256064128,-0.590316856284627,0.6041902644670775,-0.7805469040013293,0.2318007389390358,-0.8208023832687144,0.1848364337210762,0.41127535469971127,1.0105641588491905,-2.0270934714081252,-0.8115452121865534,-0.9100636842914654,-0.7416263520602181,0.48478058000487567,-0.25698587430864694,-0.27099204303506647,-0.4311415877122621,-0.6078021283481511,-0.03292502514557644,-0.33635729861795544
-6.120783347531973,-3.2819878093038075,1.326507790574212,0.6628893472868153,4.64199202554892,-2.552284092950721,-3.112845176668655,-0.2027975941043876,0.5795903786249414,0.5363200479954253,-0.20890118571858993,-1.9693726925876407,-0.5412556868365304,2.2471361236155496,2.2241853348527734,3.461232413762823,0.007404453647723098,3.2933327563975885,-0.6852094385752363,-1.5998254558999117,0.8646286651357736,0.562119201417924,0.7786270923365091,2.0014072378580345,0.4568341472023166,-0.11747414699773341,-1.3678463202297297,-0.8868816074471939,-0.08096741583388274,0.03362207314572976,0.16992885372273325,0.08183209170151054,-0.11772611287211565,0.7946880127855406,0.24760655455766734,0.24958905016000293,-0.454135230605068
-5.486170634789698,-5.920596807084039,0.3538458346852676,2.3041034376750704,2.612134642548712,-0.7493165683433634,0.25830124342156446,1.0817070898869323,1.2175627086047718,-0.2381687514425667,0.11926922427126281,0.6597062125387333,-0.9090567535889172,-0.9324976758184119,0.19111229381832773,-0.8035703282078642,-1.0944057180497226,-0.9996709487888072,0.2920204536937863,0.10949237635513437,-0.9231464067559791,-0.9073681775832673,0.46739768333195286,0.2826026440727941,-0.3868206784034989,-0.40977443168011646,0.49684078723562725,1.0374522814262503,-0.4990943215119407,-0.43782383836429817,-0.6365934577564812,-0.7515001528391547,0.5815193626837027,0.22235127158530357,0.8859391928165901,-0.4450370296570317,0.08228815577307809
-4.177649956930594,1.6998042972551948,-2.9779259256963466,-1.780142752989305,-0.3223119175558103,-2.304455480936192,5.741865028469867,3.234108829245278,0.5783899585738622,-3.7030311874287687,-2.1929011197209562,-1.7958055849665584,0.08464036195707442,1.668420550047947,0.612595579231263,-0.7983234403916553,-1.582702666429088,0.9393102432000896,2.4717757912659892,-0.5507716392923852,-0.014927283660155033,0.05303220054011922,-0.21191803931847533,-1.0719802635829554,-0.4639739893636955,0.35179884630218816,-0.6502009768222362,-1.2782152015935964,1.918989751113361,0.7510132249151247,-1.1469031360385784,-2.0961235486017347,0.03529431886474875,-2.048919065278181,-0.6031424375010409,0.5855075677565044,-0.135312518587341
