PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18
2.921187595939373,-2.80663719441404,0.3963530560022921,1.3290926862963273,-1.3022971979361944,0.7262877975721144,-0.6645574947031272,-1.581209709706029,0.593315355446057,-0.19907527752418686,-0.3464683168108264,0.04485142165456198,-0.5902956227850148,-0.5989922181445678,-0.15385179048448042,-0.8290627851653167,-0.6326025352440724,0.8886037904287717
1.8953389809795895,0.3831605289021662,-0.681093577312549,0.7065773118908876,-0.3966488512527989,-0.14508538201827875,0.2296998122808532,-1.002803945021826,0.5771498641427371,0.41791532577089563,0.2816941277942941,0.08656710110137245,-1.2993018262469187,0.173163345364375,0.8204161831437401,-0.8602239563674983,-0.04235631192361429,-0.5457937331617335
1.081487554916792,-0.06634112593220556,-0.23312234683396188,0.013392964013092756,-0.5332708044243125,-0.5065540871261812,0.8527582646368225,-1.0022677712942094,-0.3775647916491522,0.6222734026470335,-0.6239856786174799,-0.18767340969015767,-0.44522075050193505,-0.24545776629927685,0.30042363237244507,0.1739026629908158,0.8860823295483328,0.48059838981845215
3.1223605249087716,1.6242131201940988,-0.5278391285166644,0.1773612605073045,0.025873499519238938,0.36754490790730565,-3.2891791666806127,1.0012691696738105,-1.119653242791058,-0.8409311370743239,1.4023621627997316,-0.9320236581664113,-0.6769427785819501,-0.7404219705944376,-0.041336169466283317,-0.3449499166869977,0.5670712429180947,-0.8134309065519687
-3.0015294733842284,2.3971650497280375,-1.7243774119864077,0.7771411890825323,-0.20151777252568823,0.15620407303625733,-0.40141235233744915,0.5848965316152752,0.23861185515944588,0.23353301564840856,-0.2769492785689511,-0.04010867741307481,1.5535268851913007,-0.31264713257170135,-0.8335710615237217,-0.8616399857383495,-0.30915916555956674,0.5231458910317891
-4.0031833812070365,0.3107251128381996,-0.43749415207465203,0.6948756654629014,-0.22329858126731722,-0.17130552043461633,-0.4985623889463519,-1.0498551649184802,-0.6970935347015739,-0.0997633079753314,-1.2403435422132036,1.153362455425428,0.16836568467873603,0.25457081050310054,0.469876489352847,0.14062397163847418,0.5293906477341231,-0.4500491055172893
-0.5849206906102367,3.236287143715809,-1.3568182825326844,0.3507573327872848,0.17491953077158925,-0.592153284012088,0.1650672549579814,0.39004398287264747,0.7799852713695166,1.071792761773205,0.20012379708703568,-1.0628556681578212,-0.1981034408751466,0.06488873800355979,0.04417616117261748,0.43653192872893026,-1.6834155576245131,-0.5381512048136121
-2.3718457631197296,3.1085043346029133,-1.7109929366469474,-1.3227052741722318,-0.412285060428787,-0.30391416410561056,0.5005315483391642,0.7640054882458056,-0.6157213624220865,-0.15272502553900108,-0.21970927200496435,-0.46344168715485473,0.2500233317403473,-0.5258043327545284,0.31410576686865715,-0.3951273984490125,-0.4046217680318443,0.5697750213113564
2.3499083940652437,0.8865132326111713,-0.8023456173068754,-0.2531842119187368,0.5303977362682574,-0.9674629723724729,0.06611506999060089,0.490733092457288,0.8707366900085035,0.22880593596764537,1.3275653773126863,0.5113624302289433,0.677749583938457,0.6171095397478429,-0.37598004536922514,-0.42197460856549296,0.22186956117929674,-0.10089469125002994
-4.4849436963123495,5.640786607545859,-1.7521339229627928,1.2766076742102475,0.3198963284576795,1.3328796329943222,-1.1836356914580057,-0.18562524057656413,-0.27452382445281814,0.38233669737871734,-0.32004523438917376,-0.2752601865088257,-1.3950322900346168,0.6458012399292318,-0.553767598643421,0.14232474007951887,0.16087016131742088,-1.1402846380154164
-4.433774206067464,0.29986433820973935,-0.3493457156540896,0.8767547533933462,-0.07505187789046104,-0.5590541983540912,-1.1655661043561747,-0.5191221187151907,-0.2181248433659133,-0.2093180650274997,-0.578984295537313,1.1178650301893793,0.7500841137555946,0.3212827318479796,-0.5356135515627476,1.0904927067932348,0.2069891694906103,-0.5133500563608079
0.8770414028751652,-4.160993054344938,0.4414116828168379,0.28051641171632036,-1.8142567404710086,0.40889628998345645,1.543588684212712,-1.2663210217126437,0.9183435363091373,-0.9159980864874065,-0.7745521881083246,1.243334570816032,0.15973661783953527,-1.977081840639725,0.07449004171244468,0.96196866986242,-0.3731825773020619,1.7703074651982167
-4.399089951646493,-2.2132202513032215,0.5674729492585471,1.0264354586052022,-0.591758517519456,1.5267182755083724,-1.180665120090548,0.4448729991068134,0.7750867132050248,-1.4951310481404168,1.4879793661762317,0.5626416614276757,-0.3472553737894971,2.414415923460484,0.28827153527666066,0.6616956083863357,1.04865262326728,0.43605592219059486
-5.580504814473056,-2.614067639206335,0.6470914356319003,0.9922869848728073,-0.5216449031622824,0.9272484073627852,-0.0643953343756348,-0.0384523560828885,-0.38348016720630457,-0.9277083921617294,-0.16682480968133173,0.46227826775787345,-0.008001190967733541,2.230740782966588,0.9505223352216037,0.46370629497889393,0.16268053678998107,0.7064328128565565
9.267811906168797,-4.600102264519288,2.6899227631270595,-1.7240302720294371,-0.3338741197091359,2.9098370984311015,-2.8371073172582983,6.080072194261711,0.2839062133538668,1.3524830656657039,-2.8748278422416362,1.1546805545330696,-0.46089239941519067,0.3137098643347436,-0.5568045058292569,-0.1520595513220152,-0.12627921726062558,-0.45944968930948193
-4.01039660509278,-7.181398009584956,2.3626265500908725,-0.13015476905585632,0.1491115467444626,0.5885848527802181,0.19325023117196524,-0.2757024454160878,0.05132551261203117,-0.4240935248220783,0.8868718542429681,0.5452339231091269,-0.4270905158927472,-2.6944137932243186,-2.749413639255997,-1.5409194395131118,2.026621786549149,-1.129563947266707
-4.280072813654016,-2.500530628525222,0.22534078494875281,-0.02836258171735672,-0.0842129190184073,-1.324052934506207,0.739157284795943,0.1769232811700716,-1.4526833286736163,-0.35664974921289844,-1.280663952758514,0.4280801811407215,0.10540561003235914,-0.5138716931233722,-1.0667995434982862,-1.1377938911513277,-0.43496029326449137,-0.6869702395058097
6.638707733517824,-5.185484661097077,1.9914035782894195,0.653323423515586,1.0914656296103018,-1.937744698704568,-2.90463128297691,-0.1091939613539404,-1.532211512966419,-0.7626387695262111,0.42081500619331,-0.4868803698625307,1.8163364725538886,-0.25519793606000324,0.9321176006320618,0.8065626529514349,-0.06216606490916729,-0.6562083369103594
0.20954262502399842,1.4299072455291482,-0.6260617134876267,0.416046671241668,0.5760030725532821,-1.5582439624230429,-0.10718493708379238,0.704500970544137,0.5895841226495399,0.8850331413392899,0.8391678362900679,-0.9070294520958616,0.7803696257701254,0.2243819585367668,-0.47633752628268566,0.3825305401319568,-0.25169441249915114,-0.01679996438891344
2.1682925617897237,0.3624387239924297,0.2620055283986863,2.2083333301979917,1.4216109740044383,-1.139916085105286,-0.19843429278148877,-0.22270626768410484,0.4088738241585424,1.055053543744362,0.31158938111001805,-0.6200048950517051,0.40384554225111874,0.5699385865441101,0.15429133036443587,-0.7956476833370953,0.7747789609232545,-0.32320024423920735
0.5634345832167301,1.1166800112980098,-0.5941942279852289,0.21702335669136974,0.8559279689115782,-1.848930563268882,-0.14136559444097085,1.177042162648929,0.6066682283237532,0.7598899279749594,1.0998460546991196,-0.6681447689313483,1.5971574905595691,0.19583394720075398,-0.5544689526946605,0.16455513196753502,0.03719674990809749,0.3873470025738697
2.1057761513850077,1.1051426376295326,-0.8141208743444821,-0.3142080599614082,-0.18470195413233517,-0.29107915698009934,0.07390774849713046,0.2451067626680017,1.1667602678711053,0.14663706724411352,1.2634284173502142,0.49802862348233473,-0.10693503946817254,0.5441464415606773,-0.31083580786146364,-0.5939906026270461,-0.14339073863437535,-0.27645512979180914
5.933006879510816,2.9019746383000777,0.6072014024507032,6.057315906926049,10.328286307843008,2.2133573893924146,4.006022208914672,1.6441756064243809,-0.40428030649781466,-2.6083760448414424,0.15953776996018426,1.367338238743325,-0.24511317197371899,-0.3932735327734198,-0.16574221925190288,0.4291345583117361,-0.09864405319561169,0.3762114675734005
-1.1492965011392668,0.6291918392294178,-0.41239166269207095,0.8505924631894337,-0.10650217431758546,-1.5309447304243315,0.31080451083557775,0.5288826048927054,0.7299104024922894,0.7261977645870484,0.6085796197382058,-0.6809657768961844,0.7465836184901109,-0.0859090267612771,0.012197263837451264,0.7175306066642264,-0.6660981175014571,-0.40907930655892627
0.3038451795377238,1.6532017265850454,-1.062372482271445,-0.11171803113114102,0.0568985339991766,-1.0562866292438897,0.13268700656515736,0.8314088993193766,0.9102330833943975,0.5149838059708824,0.9917485258052073,-0.08876076643953087,0.36751115529731104,0.09190943377225991,-0.3277454056792018,-0.1872277594274485,-0.8078449125505921,-0.023032269612933132
