MW,#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond do0rs,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic Accessibility
1.5253054687164411,1.6054738937170847,-0.21728540055102835,0.9854524382949247,0.9004219892376706,1.0990614389157813,-0.7300490312957046,1.533830405746548,0.4636711056187025,0.9107074727352247,0.3566809893314083,-0.20217078463873195,-0.01201755588513861,-0.4701020260339471,0.214028694087196,-0.8934855777026238,-0.11945028081431656,-0.10983506417324376,-0.42601155976875066,-0.7251472746585822,-0.10576428422303338,-0.1038947181967627,-0.8662236469835065,-0.7080055870568518,-0.20496278664982368,-0.22999317033204505,0.375990754698899,-0.5902921612902812,-0.14510328920809168,1.0590220855949029,-0.31995419930854546,-0.20742555849952668,-0.10206207261596575,-0.42808430576173445,-0.3214770536418152,1.5692792592301656,1.7436511432123618,0.26635981735799646,0.5103103630798289,0.023298762363375074,-0.7073992949989266,-0.14510328920809168,0.7910294527142046,0.8264090258063934,1.775178922008731
0.2566979878176059,0.023076626809074956,-0.4780278812122625,0.7610964681534714,0.9004219892376706,0.6648643272453493,-0.7300490312957046,-0.02518731054970328,0.8452203628959012,0.02021249530811262,-0.32479322437143715,-0.6106032236984447,-0.18188533968488935,-0.6540453803184324,-0.40499288232258535,0.3072498809607332,-0.11612798094177404,-0.10849597113405662,1.0886962082979184,-0.2817791435597806,-0.10575880099105062,-0.10389241467066125,0.3389570792544156,0.4017724741889033,-0.17965539151402443,-0.2054135583278623,0.375990754698899,-0.5902921612902812,-0.14510328920809168,1.0590220855949029,-0.31995419930854546,-0.20742555849952668,-0.10206207261596575,-0.42808430576173445,-0.41747020185212314,0.4014435314309726,-0.037098960493880104,0.26635981735799646,0.5103103630798289,0.023298762363375074,-0.9795849956798764,-0.14510328920809168,-0.06221579965167908,0.8264090258063934,0.3189015615053617
0.1532559419455661,0.3395560801906769,-0.21728540055102835,0.16281388110959633,0.13206189175485836,-0.6377270077659473,0.9587390892919492,0.519769684056706,-0.24269945260882958,0.10266573395877121,0.03757798450229812,-0.814819443228301,0.398496254964259,-0.746017057460675,-0.20658853090919388,-0.09039627742778099,-0.11852684653297323,-0.10944719698097125,-0.42601155976875066,0.08146221685851465,-0.10573341065576092,-0.10388201008848029,0.3389570792544156,-0.2640943625585498,-0.20288029527887427,-0.22771825122046438,0.375990754698899,-0.5902921612902812,-0.14510328920809168,1.0590220855949029,-0.31995419930854546,-0.20742555849952668,-0.10206207261596575,-0.42808430576173445,-0.05406756934166899,0.4014435314309726,-0.037098960493880104,0.26635981735799646,0.5103103630798289,0.023298762363375074,-0.9795849956798764,-0.14510328920809168,-0.9154610520175628,0.8264090258063934,-0.05743977884944246
0.3497340111467419,0.3395560801906769,-0.4780278812122625,0.7610964681534714,0.13206189175485836,-0.20352989609551508,-0.7300490312957046,0.6197773440311325,0.2556134698776034,-3.0470479824963843,-0.38428700493279666,-1.3332144620348592,-3.013015069680735,-1.3261460978963595,-2.238249089382322,0.22148306248477923,-0.11685537889523444,-0.10880657549223284,1.0886962082979184,0.1776143416751223,-0.10571527470198257,-0.10387542858533327,0.3389570792544156,-0.4430908240498006,-0.20414529003721807,-0.22904034849973973,0.375990754698899,-0.5902921612902812,-0.14510328920809168,-0.9344312519955026,-0.31995419930854546,-0.20742555849952668,-0.10206207261596575,-0.42808430576173445,-0.5134633500624323,0.4014435314309726,0.8532760913592409,0.26635981735799646,0.5103103630798289,0.023298762363375074,1.0164434759804213,-0.14510328920809168,1.6442747050800883,0.8264090258063934,0.6134295670004248
-1.0016065004644923,-0.9263617333357309,-1.781740284518433,0.08802855772911188,-1.02047825446936,-1.0719241194363793,0.11434502899812227,-0.7998229140804313,-0.8285024301882998,0.2400877983765354,0.24310195371426738,0.23767953434865088,0.3135623630643837,-0.1729627614205477,0.214028694087196,0.22148306248477923,-0.11759825340089612,-0.10880657549223284,1.0886962082979184,0.2684246817796961,-0.10571115874084137,-0.1038658466910457,0.3389570792544156,1.046159735557406,-0.04990592914634882,-0.026702477818919552,0.375990754698899,1.6764297380643982,-0.14510328920809168,-0.9344312519955026,-0.31995419930854546,-0.20742555849952668,-0.10206207261596575,-0.42808430576173445,0.6041711612433059,-0.7663921963682204,-0.9274740123470011,-1.2377897394871595,0.5103103630798289,-1.0950418310786265,1.0164434759804213,-0.14510328920809168,-0.06221579965167908,-2.0069933483869558,0.20436289270172542
-0.6820076694933079,-0.6098822799541289,-0.21728540055102835,0.31238452787056475,-0.6362982057279538,-0.6377270077659473,-0.7300490312957046,-0.5917561299810947,-0.9535354767862896,0.5149319272120637,0.659558417643784,0.7089477332637039,0.4975857955141137,0.5062127005529365,0.7060714855924067,-0.3866816503447135,-0.11921864841637067,-0.1096985923833701,-0.42601155976875066,-0.0734495397904642,-0.10575206110468191,-0.10388842221470809,0.3389570792544156,-0.3858119563726003,-0.20423028968501192,-0.22870982417992086,0.375990754698899,1.6764297380643982,-0.14510328920809168,1.0590220855949029,-0.31995419930854546,-0.20742555849952668,-0.10206207261596575,-0.42808430576173445,0.851010685212671,-0.7663921963682204,-0.9274740123470011,-1.2377897394871595,-1.9391793797033494,-1.0950418310786265,1.0618077594272464,-0.14510328920809168,-0.9154610520175628,-0.5902921612902812,-1.0391997971663205
-1.1054606660412016,-1.084601460026532,-1.781740284518433,0.23759920449008076,-0.25211815698654777,-0.20352989609551508,-0.7300490312957046,-1.351983850295168,-0.4304144101335892,-0.18317216003017833,-0.24366534178776508,-0.6655845135718674,-0.7622669343340377,-0.42057881526504715,-0.5319716672271559,0.8140538083186437,-0.10848256415433925,-0.10373013551329056,1.0886962082979184,0.4981214243971473,-0.10562408043794815,-0.10381648541744308,0.3389570792544156,1.0819590278556563,-0.03665598404907172,-0.002767958107900415,0.375990754698899,-0.5902921612902812,-0.14510328920809168,-0.9344312519955026,-0.31995419930854546,-0.20742555849952668,-0.10206207261596575,-0.42808430576173445,0.2064852615148839,-0.7663921963682204,-0.037098960493880104,0.26635981735799646,0.5103103630798289,0.023298762363375074,-0.9795849956798764,-0.14510328920809168,-0.9154610520175628,-2.0069933483869558,-0.6137704558956735
-1.0016065004644923,-0.9263617333357309,-0.21728540055102835,0.08802855772911188,-1.02047825446936,-1.0719241194363793,0.11434502899812227,-0.8328762932245214,-0.8285024301882998,0.009218730154691475,-0.6114450761670784,-0.04508138500038097,0.3135623630643837,-0.03854261790496229,-0.1272267903438373,0.8530387258077138,-0.1067801434121979,-0.10299245016262208,1.0886962082979184,1.1444773745532317,-0.10338602656742793,-0.10261753879635985,1.5441378054923378,0.0008204004485014559,-0.2005303050163383,-0.22370636982128403,0.375990754698899,-0.5902921612902812,-0.14510328920809168,-0.9344312519955026,-0.31995419930854546,-0.20742555849952668,-0.10206207261596575,-0.42808430576173445,-0.1637740244391648,-0.7663921963682204,-0.9274740123470011,-1.2377897394871595,0.5103103630798289,-1.0950418310786265,1.0164434759804213,-0.14510328920809168,-0.9154610520175628,-2.0069933483869558,-0.9082984613907366
0.07041988130699986,0.023076626809074956,-0.4780278812122625,-1.3328925865000911,0.5162419404962645,0.6648643272453493,0.9587390892919492,-0.09765048790405507,0.8257046228184376,-0.28211604641096855,-0.36806142841606226,-0.46136829404201113,-0.9746016640837262,0.03220482605060899,-0.5002269710010132,0.38521971593887333,-0.11543669494344998,-0.1081562476173014,1.0886962082979184,-0.2230195117274092,-0.10575721891848697,-0.10389166457287612,0.3389570792544156,1.046159735557406,-0.0024061259674309507,-0.026702477818919552,0.375990754698899,-0.5902921612902812,-0.14510328920809168,-0.9344312519955026,-0.31995419930854546,-0.20742555849952668,-0.10206207261596575,-0.42808430576173445,-0.38318693463415643,0.4014435314309726,-0.037098960493880104,0.26635981735799646,0.5103103630798289,0.023298762363375074,-0.9795849956798764,-0.14510328920809168,0.7910294527142046,0.8264090258063934,0.15527489178588108
-2.1984021228246697,-2.3505192735529397,-1.781740284518433,2.4063735825241275,-2.5571984494349844,-1.0719241194363793,-1.5744430915895316,-2.461390857977578,-1.4553215394559997,-0.33708487217807426,-0.5465427701001409,0.182698244475228,-0.2951305288847232,-0.7106433354828893,-0.4526099266617992,1.297466785183112,-0.08820828077065586,-0.0845406100097172,1.0886962082979184,1.502376950259493,-0.09833111179090814,-0.09789434242026605,1.5441378054923378,1.5115505354346581,0.26159278012171244,0.6856344183423637,0.375990754698899,1.6764297380643982,-0.14510328920809168,-0.9344312519955026,-0.31995419930854546,-0.20742555849952668,-0.10206207261596575,-0.42808430576173445,0.377901597604721,-0.7663921963682204,-0.9274740123470011,-1.2377897394871595,-1.9391793797033494,-1.0950418310786265,1.0618077594272464,-0.14510328920809168,-0.9154610520175628,-0.5902921612902812,-1.4319038044930723
