PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23
0.8549274325888647,0.30925564060049127,-0.34812433112943025,-2.0446519600075757,1.9045819333123488,0.31631984229929255,-0.18008127979894578,-1.2287103286656098,1.0115603755570857,0.359859372644128,-0.3329302254068181,-0.8433733816010874,0.050035974894707576,1.1569930288484538,0.8843678077595726,0.7399729108885876,-0.7491424554460948,-0.22858844767017134,0.41782598280457217,0.49518272463601004,0.5271371128656817,-0.4709719316957981,-0.33084809599292225
2.0676724227945806,0.31455820704391335,-0.1890194157472587,0.2983527250672046,-1.0094585300463936,-0.2242760255413879,-1.0302821858344673,0.6672155633692888,-1.1776003253513265,-0.18662500994410858,-1.2255472141626569,1.6163235321104923,-0.3969633794875088,-1.0191987467227233,-0.41992169132708984,2.367299467747133,-0.5712994888731934,-0.9120782209177956,0.5915892212181095,0.6201271741677913,0.7651161468948325,0.0070258400371323625,-0.16851344429864773
9.639964342991268,6.322757192289349,-1.190573304200638,0.34508157409458773,-0.9733427485888838,-1.331180639674717,0.1339789567218307,-4.290603548294149,-1.099694861744642,0.2811680945667363,1.4760940757842895,-1.062062467840549,-1.1152660864987671,-0.06685097344782504,-0.008808484370436066,0.4736969218002807,-0.28826040499054184,-1.4054637374945165,-0.17264734692202416,-0.36084469324805496,-1.4681958783772193,0.3084598516574879,0.14791335259006225
1.1090043036355322,5.693413258533766,-0.49950695531880857,-0.5264621308921166,0.30472798166427467,1.2180235855529473,0.9121009859124167,-0.13214857165690397,-1.0945078142876858,0.3744325026445269,-0.14307585054795993,-1.2608469467159258,0.36514876220875564,-0.017853284798545973,-0.21272600329255073,-0.2676719861386397,-0.18327742871413027,0.6583927694729674,0.32268427689049856,-0.6490082567368771,0.8356539375000827,0.13053458056061823,-0.1235495324069479
-1.649905139915931,3.1719586400003266,0.05880503380270143,0.7361581960857393,-0.5142299653151652,0.6838503276325815,-0.759049449531068,1.1241834837718094,1.0620297322240386,-1.132667848744787,0.8233816100554481,0.7758922646241414,0.33869598858523353,-0.8612272969919049,-1.5166301042793926,-0.4734744501528323,0.5151030923164495,0.21376422390308417,0.78055011077892,-0.27866792236544696,0.06903711241713684,-0.26740126910373596,-0.7279727550349548
-4.076452141415198,-1.9773674713559397,0.6185230727915733,1.4960644381611266,-0.037031987284266904,0.8127559932014935,1.0004140444246483,-0.714661568386541,0.14952659987043704,-1.3351588603023705,1.821710337817729,-0.9686654457364691,0.8117005931426191,1.388974167799522,0.5185929426171646,1.4517322986570533,-0.04616592276411634,1.6205333321413777,0.16592062565349128,0.15814399841427415,-1.069932079544376,0.9900394272088696,0.3805246275071373
-0.7769861859557748,1.2329970790478753,-0.0965082088576286,-1.1229297364970496,1.2730085811720402,0.6953425057000358,-1.3541722991816594,-0.4967289521413369,0.8782452207212663,0.08393387337071624,-0.2697178102556133,0.7324680173793242,-0.3384711406180692,0.03742649393698044,1.0881065456169343,-0.03359034332659771,-0.4640465109352457,-0.15289734587190631,-0.29687953996817645,0.2081037125378144,-0.2124775798579914,0.1291883841837251,0.04179090057321761
-1.7193212662694741,2.339745218286588,-0.14118457067709078,-1.0865150050518502,0.8831077591689559,0.08221151362379028,0.21644082340242318,-0.15265774638751492,0.5862448545028827,-0.22486308368890015,-0.3950607127511677,-0.38401648099440827,-0.180387928281386,-0.11946412690814125,-0.2971713060126688,0.21043445810289998,0.06630775033914497,0.08125868728825351,-0.36592479520765464,-0.24305274573338045,-0.9006083762211109,-0.16452554711435438,-0.08660211569332597
-2.220346872554524,2.427888147173933,0.18319326693044102,0.19898032311639682,-0.006590572798375703,0.7367314980000397,-1.0949978516994188,0.5989715837577638,-0.4079939966256408,-0.9529911612960116,0.6666979580900493,0.12578680429250336,-0.5164938302780853,-0.7938425562939446,-0.6226828318584818,-0.08275289789560886,0.729602723754702,-0.24336913668314714,0.4699625706769579,0.682020116399913,-0.07237122734134148,-0.35591513773251293,-0.4890671457762227
-3.1310593057272857,-0.3125881618199334,0.3198168815341975,-0.690271452965136,1.6289497944160254,2.07365071532997,0.20624261886657705,-0.6564348965020744,0.7153660144071368,-1.085258037996936,0.9539501847515212,-0.050240140220255136,-2.3032478011597943,0.20625019720989216,-0.4072567647888495,-0.7814598229072782,-0.13477338544117798,-1.2378290219763808,-0.15824761229743,0.04235208761835388,0.41089123865054356,-0.5529787184141599,0.030816209808544708
