PC1,PC2,PC3,PC4,PC5,PC6
1.0034840647095695,1.4171869710146403,0.6701897166541154,0.493849435739974,-0.348460435107262,-0.3847702266980175
1.889677479937692,1.0461628348812653,0.19612679764609245,0.23601051992590313,-0.5215397038759502,-0.3080782036659015
-0.9665709159379671,-0.3332990432550453,1.6772502013312276,0.7257283526518228,0.1104030131981448,-0.34875429569794086
-1.730667840917606,-1.363078237995462,-1.5568940172209575,-0.521072042298149,0.4292366963626036,-1.4271697663509328
-12.293810023601056,-2.621996416730712,-1.0930578629263858,-0.2045229801109385,-1.4051208075344364,0.7740501506779669
-1.1122640005687572,1.8390478205713783,-0.2772007702056705,-0.027282205768986222,-0.36742109833022846,0.09793979497363023
2.0894604675056887,0.7611479161933068,0.8317725641912794,0.8142020160912353,-0.7654083298752161,-0.20582309845794192
0.8982377945099801,3.3436206800622,-0.6719150325771821,0.33796550237690265,-0.879514720002663,-0.03322828216196162
-1.8259946479061426,-0.5523511587469201,-0.482980995083131,-0.34808591357043245,0.0650610952186314,-0.28651432643890473
-1.6693274560190263,-1.3185080215292009,-1.265023742839082,-0.4451395399713304,0.1859847204073963,-1.033067344009162
-2.6345766501210757,0.3894336183999243,0.6448076204650738,-0.09985272773837209,-0.1612719487976662,0.675293639607256
-2.632031985387961,-0.6794249450530578,-0.8877079361256172,-0.2911557707271013,0.6217437858443914,-1.2163054400611057
-2.0862920497940576,-0.5388864212258747,-0.6334707549031372,-0.4232750125449068,0.1923012992068576,-0.45957195585480975
-1.1072378840796768,2.046016560237881,0.32422483222834547,0.2941567841154339,-0.48465180661635715,0.3852389059921777
8.250740286222978,-2.5099813640709217,-1.1589736009461569,-0.07615176845794179,-0.22233399911186938,-1.5155123183894077
-1.342388344724249,-0.3346458402787624,1.3973118331691436,0.5866487094963364,0.3126660558228595,-0.638384109003606
-1.948186893555841,0.1612541321535395,0.6383266587028038,-0.22993440331951262,-0.708063611840643,1.313112350851688
0.06372160774599037,-0.8248810472244608,-0.08927966498586871,-0.14936493728403233,-0.5266713492076434,0.4933157618431206
-2.2429710533928082,-0.4466123596079015,-0.29940002407110605,-0.2878013196091013,0.001341361974076561,-0.14859247851813567
5.700949032864986,-3.9621748417736575,-0.1327145351564657,0.4219939114157799,-2.1509292638719453,0.48685878065221444
-3.055182914655643,0.3635498652193815,0.25655209375851107,-0.3015728729085764,0.07015890673579991,0.31468319378975934
0.2677451759344658,3.2496068098444697,-1.5564178663356696,-0.10542823893487857,-0.3725732177444437,-0.8416341563110974
7.9904411307108125,-2.496516428501029,-1.3094637522954211,-0.15134121504580203,-0.09509309139811498,-1.688570538637594
4.50815917455534,1.2805027980731656,3.462575453169999,1.5107866048493823,-3.135549309296765,3.647950332459766
-1.0701209552795543,-0.3309920730027102,1.620673480886988,0.6922367791147884,0.160738878183571,-0.40873651150340795
-0.7598316828586205,0.031889257383483915,0.29423692259663675,-1.0363804547738922,1.3908817941978717,-0.03222452364524096
-2.523316661201888,-0.36901173030773976,-0.39039202238697607,-0.2679608963409674,0.3238917097420377,-0.535184145146705
-0.01303510215778213,1.375165469422848,-0.8316998464681217,-0.31868037961064266,-0.741676260451391,0.2887212449282536
-1.1592308233562196,0.12781343435948547,1.6101276410449035,0.35907059258598045,0.06307789661379531,0.08213226515194672
1.7236719367665114,1.1577719769757293,0.3858268076220153,0.27931206749947896,-0.6068060428834644,-0.14369416919810016
0.8150406216825004,1.4374457168605566,0.6317192934721506,0.45522519508010645,-0.34065568634142496,-0.38809974078942905
-12.293810023601056,-2.621996416730712,-1.0930578629263858,-0.2045229801109385,-1.4051208075344364,0.7740501506779669
-1.9010097882076018,-0.4633861389473461,-0.11756826974531369,-0.19239689565931342,-0.15871443700423912,0.0619205065552952
-2.38475813590292,-0.4002563913635264,-0.3370873051919651,-0.25899286438423524,0.19862894422651386,-0.3821049315602793
1.0367920014838605,3.312376355238545,-0.6186113545342435,0.34693273673480785,-1.0047758879546247,0.11984941014820832
9.919493518614583,-4.204800148470775,-5.349858774409116,4.03894223600369,0.12325939443718438,0.2321867519617582
0.7814330997489076,1.4864301895834493,0.7041209363119981,0.506540188759887,-0.2825493377175241,-0.4291044652541583
-1.61914086134542,1.880450526222172,-0.6306591451727741,-0.15020343644186526,0.0848483319268818,-0.5059643231360337
-2.9690417203509094,0.8077044060863291,-1.1158507431693536,-1.9870832189524212,1.5917813640329244,0.3480121566598501
8.490313292332225,0.4859298083781591,-2.2234020456467145,-1.357370539589031,-2.2642524839274407,1.7583490958924588
3.2768073673219296,1.3924693631241025,-1.738946909326191,0.29829869209037274,-1.7529316330508076,-0.17345702254566542
-1.4475338865457632,0.7269286584104926,0.46154584961019063,-1.225005910747957,1.6131729638257326,0.1469682438379698
